phrase,category,source,source_type,full_source
"Сваю долю канём не аб'едзеш. 
Пра непазбежнасць лёсу.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 92"
"Свая матка, то галоўка гладка. 
“Свая маці дагледзіць, папесьціць” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 92"
"Свая ношка не цяжка. 
а) Свая сярмяжка нікому не цяжка.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 92"
"Сваё дзіця не шчаня, за плот не выкінеш. 
“Якое б ні было дзіця, няхай сабе й шкодлівае, але ж твая крывінка, родная” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 92"
"Сваё за плот валі, але хвалі. 
Так ушчуваюць таго, хто пагардліва ставіцца да свайго, роднага. 
а) Цыган за плот валіць, а сваё хваліць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 92"
"Сваё хвалі, але чужога не гань.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 92"
"Ранняя птушка дзюбку калупае, а позняя вочы прадзірае. 
Пакуль гультай прачнецца, руплівы чалавек ужо наробіцца. 
Рамяство за плячыма не носяць. 
Уменне ніколі не пашкодзіць, лішнім не будзе.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Рука руку мые. 
“Так кажуць, калі бачаць, што хаўрусьнікі выгароджваюць адзін аднаго, пакрываюць ніпраўду” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Рыба шукае, дзе глыбей, а чалавек, дзе ляпей. 
“Кажны чалавек імкнецца да лепшага” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Рыба ў рацэ, а не ў руцэ. 
Кажуць таму, хто дужа самаўпэўнены і заўчасна радуецца поспеху.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Рэдзька горка - усе ядуць, замуж кепскі - усе ідуць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Сабака сабаку знае. 
“Свой свайго пазнае: які сам, такога й шукая” (тлум. інф.). 
а) Сабака сабаку не кусае, знае.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Сабака і той ласку любіць. 
Усё жывое на зямлі любіць ласку.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Сабаку сем вёрст не дарога. 
Калі чалавек прагне чагосьці, адлегласць яму не перашкодзіць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
"Сава не ўродзіць сакала, а такога, як сама. 
Дзеці заўсёды падобныя да бацькоў, нават у хібах 1 заганах. Сам за парог, а язык за пірог. 
Пра нясцерпнае жаданне паласавацца пачастункам.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 91"
Работы ніколі не пераробіш.,ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Рабіць не грэх, грэх красці. 
Так адказвае чалавек, калі яго дакараюць, што працуе ў свята.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Рада душа ў рай, ды грахі не пускаюць. 
Пра таго, хто хацеў бы дасягнуць нечага, але здольнасцяў на гэта не мае. 
а) Хацеў бы ў рай, але грахі не пускаюць. 
Так кажа той, хто плануе нешта зрабіць, але не мае на гэта магчымасці, сродкаў.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Радаваўся старац, што прайшоў марац, а настаў май, ды панеслі яго ў гай. 
Пра непрадказальнасць лёсу. Гай - тут: могілкі.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Радасць - весяліцца трэба, гора - памагаць трэба. 
Гэта правіла, закон чалавечага сужыцця.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Радня да паўдня, а як сонца зайдзе, яе ніхто не найдзе. 
“Гэдык кажуць, як трапляюць у бяду. Радня суцешыць у бядзе колькі дзён, а табе гараваць гадамі” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
Разумны дурному саступіць павінен.,ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Разумны навучыць, а дурны памучыць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Разумны не скажа, а дурны не ўбачыць. 
“Разумны чалавек ні скажа, калі ўбачыць нейкую загану ў другім чалавеку, а дурны яе ні ўбачыць” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Рана загоіцца, а ліхое слова не забудзецца.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"Ранак - панак. 
Раніцай праца асабліва плённая.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 90"
"П'янаму Бог саломку падсцілае. 
Гэтак выказваюць здзіўленне: п'яны ўпадзе, а сінякоў не наб'е.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"П'янаму і чорт дарогу саступае. 
“Гянаму саступі, сь пяным ні сварыся, ні зьвязвайся” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"П'яны праспіцца, а дурань ніколі. 
“Дурны чалавек горшы за п'яніцу. П'яніца хоць прасьпіцца” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Прымачы хлеб сабачы. 
Прымак не адчувае сябе гаспадаром у хаце, усе ім папіхаюць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Пустая бочка моцна грыміць. 
“Недалёкі, пусты чалавек, якога зрабілі начальніком, разьвівая бурную дзейнасьць, ад якой мала карысьці” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Пусты коласе угару тырчыць. 
“У дурного чалавека пыхі, гонару много” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Пусці падсуседа ў хату, а сам з хаты. 
“КЖытл. З чужым чалавекам у адной хаце цяжка ўжыцца.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Пусці свінню за стол, то яна і ногі на стол. 
Кажуць пра нахабнага, грубага, нявыхаванага чалавека.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Рабі, рабі ды папраўся. 
Паправіцца - пастарацца. “Працуеш у калхозі, а дадому прыйдзяш - рабі, рабі ды папраўся: ніхто за цябе ні зробіць тваёй работы” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Рабіла, не рабіла, абы хораша гаварыла. 
Выслоўе з савецкіх часоў.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 89"
"Праца чалавека лечыць. 
У працы чалавек забывае пра свае хваробы.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Працуй, нябожа, то й Бог дапаможа. 
Не спадзявайся на іншых, сам працуй, сам старайся.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Праўда крыўдзе вочы павыдзірала. 
Трэба спадзявацца, верыць у сілу праўды.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Праўда наверх выйдзе. 
“Як ні хаваюць праўды, праўда пераможа” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
Прыгожаму ўсё да твару.,ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Прыгожую дзеўку 1 добрую карову з сяла не выпусцяць. 
“Так жартуюць: прыгожая дзеўчына і ў сваім сяле ні заседзіцца. А ў гаспадарцы шануюць добрую карову” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Прыехалі новасці з далёкае воласці. 
Так кажуць, каб пасмяяцца з чалавека, які аднекуль прыехаўі забаўляе ўсіх неверагоднымі гісторыямі.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Прыйдзе коза да воза, папытае сена. 
Так кажуць, калі хочуць папярэдзіць таго, хто ганьбуе сваім, родным.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Прыйшла пара - ідзі з двара. 
Так кажуць дзяўчыне, якой прыйшла пара ісці замуж.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Прымаку па баку, а прымачцы - у срачцы. 
“Збыткуюць с прымака, а жонцы збыткі на руку, бо яна ў сябе дома, у бацькоўской хаці “ (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 88"
"Плюй у вочы - скажа: дождж ідзе. 
Так кажуць пра бессаромнага чалавека.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"Пня прыбяры, пень стане харошы. 
. “Сьвяточно апраняцца чалавек - пахарашэя, ні пазнаць” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"Пойдзеш у свет, і бяда за табою ўслед. 
а) Ты ў свет, і бяда (доля) ўслед. 
Калі трапіў у паласу няўдач, то іх цяжка пазбыцца.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"Поп глухім два разы абедню не правіць. 
Трэба быць уважлівым, калі нешта кажуць ці тлумачаць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"Пра воўка памоўка, а ён тут як тут. 
Кажуць, калі ў гаворцы згадваюць чалавека, а ён у гэты момант прыходзіць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"Пра свайго гаварыць - душа баліць. 
Гэтак бядуе чалавек, калі нехта з блізкіх зрабіў учынак, які ганьбіць увесь род.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"Прадаў кароўку, прадавай і вяроўку. 
Страціўшы большае, няма чаго плакаць па малым, дробязным.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"Праўда вочы коле. 
Праўду не ўсе любяць, бо многім яна як папрок, як выкрыццё.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
Праўда даражэйша за грошы.,ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"“Калі прыйдзя бяда ў хату, то плач, галасі, а рады ні дасі” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 87"
"- Па чыё, воўча, ідзеш? - Па сірочае і па ўдовіна. 
“Воўк ведая, дзе гаспадарка бясь пільнага вока гаспадара, тудый кіруя. Нідзе не шанцуя беднай сіраце і ўдаве, усе беды сыплюцца на йіх” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Пасці тады, як няма яды. 
Пасціць - захоўваць пост.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Пашкадаваў воўк кабылу - пакінуў хвост ды грыву. 
Пра крывадушнага, помслівага чалавека: на словах шкадуе, а цішком кусае.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Пашлі дурное, а за ім другое. 
Так кажуць пра таго, хто не можа справіцца з простым заданнем.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Першая жонка ад Бога, другая - ад людзей. 
“Першая жонка богом, лёсом наканавана, а другую людзі пасваталі” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Плакаў Якаў - усё Бог адзінакаў, а як стаў спяваць, то й стаў Бог даваць. 
Парада нават у самых цяжкіх жыццёвых абставінах захоўваць аптымізм.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Плач, галасі, а рады не дасі.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Пі, піяка, пі, на старасць торба і кій. Мінчук П.І, 1918
Гарэлка прыводзіць да бяды, жабрацтва.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Пісаў пісака - не прачытае сабака. 
Пра таго, хто мае непрыгожы почырк, піша неахайна, брудна.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Піць пі, але розуму не прапівай. Макарэвіч Т.
, 1935
Ва ўсім трэба ведаць меру.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 86"
"Па радў і куры чубатыя. 
Дзяцей можна пазнаць па бацьках.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Папа ведаюць усе, а поп нікога. 
“Бо ён адзін на ўсю акругу” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Папала сляпой курыцы зерне. 
Так часцей за ўсё чалавек смяецца з самога сябе, калі ўдасца знайсці ці прыдбаць нешта нязначнае.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Папаў у нерат - ні ўзад, ні ўперад. 
Гэтак кажуць, калі чалавек трапляе ў складанае, бязвыхаднае становішча.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Папаўся, жучку, у панскую ручку. 
Кажуць на чалавека, які трапіў у складанае становішча, а выйсця не відаць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Папоўскае вока зайздроснае. 
“Папу даюць, а яму ўсяго мало” (тлум. інф.). 
а) Папоўскае вока не здаволіш. 
б) Папоўскія вочы завідушчыя, папоўскія рукі заграбушчыя.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
Папрацуеш да поту - будзеш есці ў ахвоту.,ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Папу і кадзіла не дапаможа. 
“Кажнаму давядзецца даць атказ за зробленае” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Папытаецца люты, ці добра абуты.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Пасля кашы няма пашы. 
“Пасьля сытнай яды рабіць ні хочацца” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 85"
"Па малаку ног не павалаку. 
Цяжкая праца патрабуе сытнай ежы.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Па маёй смерці няхай тут хоць выюць чэрці. 
Так кажа чалавек з эгаістычнай натурай.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Па нітачцы клубок знойдзеш. 
Адна зачэпка дазволіць раскрыць злачынства.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Пакуль тоўсты ссохне, то худы здохне. 
“Трэба ж тоўстым бараніцца перат худымі, стройнымі, вось і кажуць” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Палюбі мяне чорную, а белую ўсялякі палюбіць. 
“Палюбі мяне, як я па-рабочаму апранута, а як апрануся па-сьвяточнаму, тады кажнаму даспадобы” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Памалу едзеш - далей будзеш. 
Асцярожнасць, разважнасць нікому не пашкодзіць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Паміраць збірайся, а жыта сей. 
“Як ні цяшко, а клапаціся пра будучыню: ні ты пакарыстаесься з працы свае, то іншыя дзякуй скажуць” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Пана клянуць, а пан таўсцее. 
Праклёны багатаму не шкодзяць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Панам сеюць, жнуць і косяць, а сабе хлеба просяць. 
Так кажуць, калі хочуць падкрэсліць маёмасную няроўнасць.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Паны сварацца, а ў мужыкоў чубы трашчаць. 
“Тыя, хто кіруя намі, сварацца, а дастаецца простаму чалавеку” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 84"
"Дасягненне мэты патрабуе шмат сіл, намагання.",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 83"
"Пакуль Піліп прыбраўся, то Мірон насярбаўся. Зайка Ф.Я., 1907 г.н., 1980 “Усякія людзі е на сьвеці: адзін быстры ў рабоці, другі - маруда” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 83"
"Пакуль да пана, то падпанкі душу вымуць. 
“Да высокаго начальства цяшко дабіцца, бо малыя начальнікі ні пускаюць” (тлум. інф.).",ПРЫКАЗКІ І ПРЫМАЎКІ,Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны,book,"Алесь Зайка. Прыказкі і прымаўкі з Косаўшчыны, page 83"
