quote,author,source
"Ваш суд мне не страшны, хай злосна скавыча
У будцы сабака, увагі на пса не звярну я.
Як раіць пясняр Сыракомля, пішу я
Цяпер, як заўсёды, на мове мужычай",Вінцэнт Дунін-Марцінкевіч,dumki.org
"Кожнае Божае стварэнне прывязваецца да роднага кута, у якім, выходзячы з мацярынскага лона, выдала першыя гукі, у якім, падтрыманае чулымі, клапатлівымі рукамі бацькоў ставіла першыя крокі",Вінцэнт Дунін-Марцінкевіч,dumki.org
"Асвета ёсць першай прыступкай, як фізічнага, гэтак аднолькава і маральнага паляпшэння побыту",Вінцэнт Дунін-Марцінкевіч,dumki.org
"Без гармоніі адрозненняў свет выглядаў бы мёртва, без зместу, нібы шэры фон, які не мае ані контураў, ані перпектывы, ані ўсяго таго, што робіць разнастайным выгляд, ажыўляе дзеянні, што надае вобразу тон і вартасць рэчаіснасці",Аляксандр Ельскі,dumki.org
"Пэўная мова ўжо адным сваім існаваннем даводзіць, што вынікае з пэўных неабходных, прыроджаных умоваў і патрэб",Аляксандр Ельскі,dumki.org
"Родная мова ў дакладным значэнні ёсць самая любімая спадчына нацыі; праз яе пасярэдніцтва лягчэй за ўсё пранікнуць у душу нацыі, закрануць пачуцці, праясніць розум, падштурхнуць адпаведную думку, заклікаць да дзеяння, змагацца са страсцямі, ствараць дабрачыннасці!",Аляксандр Ельскі,dumki.org
"Калі народ любіць і ўшаноўвае песняй сваё гняздо, ужо гэта адно добра аб ім сведчыць",Аляксандр Ельскі,dumki.org
Ніводзін свавольны капрыз не здолее беспакарана адкінуць патрэбу гарманічнай разнастайнасці ў прыродзе,Аляксандр Ельскі,dumki.org
"Заўсёды на адной мове будзе гаварыць столькі людзей, колькі іх ёсць злучаных супольнасцю ўражанняў і ўяўленняў",Аляксандр Ельскі,dumki.org
Штучная рэстаўрацыя духоўнасці не зберажэ ад немачы і разбурэння,Аляксандр Ельскі,dumki.org
Прыгнечанага да глыбіні душы ратуе толькі вера ў Бога!,Аляксандр Ельскі,dumki.org
"Нічога на месцы не стаіць вечна, а звычайна нават рэакцыя з’яўляецца вестуном энергічных імкненняў пры змене акалічнасцей",Аляксандр Ельскі,dumki.org
"Калі бліжні церпіць бяду, то трэба яго падтрымаць, хоць бы ён і саромеўся такой дапамогі з-за фальшывай амбіцыі",Аляксандр Ельскі,dumki.org
Людзей трэба прыцягваць любоўю і дзейнай падтрымкай,Аляксандр Ельскі,dumki.org
"Роднае слова. Яно ўваходзiць у наша жыццё з вуснаў мацi яшчэ ў маленстве. У цiхiм журчаннi матчыных песень-калыханак, у яе пяшчотных ласках мы пачынаем улоўлiваць яго своеасаблiвыя формы i гучанне. Незвычайнае хараство i зладжанасць чуецца нам у гучаннi роднага слова. Яно то ласкавае i пяшчотнае, як подых летняга ветру, то шырокае i плаўнае, як далячынь палёў i азёрныя блакiты, то звонкае i пералiвiстае, як празрыстыя крынiцы i песнi птушак, то суровае i грознае, як навальнiчныя хмары",Анатоль Крывіцкі,dumki.org
"Папраўляючы, раячы, заўсёды падтрымлівайце, падбадзёрвайце",Іван Мележ,dumki.org
Мой дэвіз – надзея і вытрымка,Іван Мележ,dumki.org
Родная зямля грэе і аберагае,Іван Мележ,dumki.org
Вайна закрывае ўсе далягляды,Іван Мележ,dumki.org
Песня сагравае. Песня не абцяжыць плечы ў паходах. Песня – нямногая з радасцей на вайне,Іван Мележ,dumki.org
"На фронце камандзір любіць байца за дапамогу, смеласць, адданасць, а баец камандзіра за кіраванне, розум, чуласць",Іван Мележ,dumki.org
"Нуда, калі не ведаеш, чым засмуціцца, аб чым патрывожыцца, да чаго прыкласці рукі",Іван Мележ,dumki.org
Жанчыны ўмеюць хаваць свае пачуцці. Нічога не зразумееш!,Іван Мележ,dumki.org
"Няма горшага за той суд, якім судзіш сябе сам",Іван Мележ,dumki.org
"Мары няясныя, няпэўныя, але яны клічуць. Нястрымна",Іван Мележ,dumki.org
"Навука – свет, які выклікае павагу",Іван Мележ,dumki.org
"Новыя трывогі, новыя турботы спакваля змываюць усё, што было нядаўна",Іван Мележ,dumki.org
Цяжка пераможаным ісці,Іван Мележ,dumki.org
Горш за ўсё ў жыцці – няпэўнасць. Аддаю перавагу яснасці. Няхай цяжкай,Іван Мележ,dumki.org
"Хто не паважае родную мову, не паважае родны народ",Іван Мележ,dumki.org
"Мова ‒ гэта вялікі народны скарб. Яго нельга не паважаць, як нельга не паважаць родны народ.",Іван Мележ,dumki.org
Вечнае жыццё ёсць дастатковай платаю,Міндоўг,dumki.org
Зычліва і ахвотна чыніце ласку,Міндоўг,dumki.org
"Між усіх цнотаў больш прыемная Богу тая, якая скіраваная на карысць душаў",Міндоўг,dumki.org
"Праца – кухня мастацтва, без яе талент застаецца паўфабрыкатам",Уладзімер Мулявін,dumki.org
"Кожны рытм, афарбаваны народнай першаасновай, заўжды будзе адпавядаць духу часу",Уладзімер Мулявін,dumki.org
"Творца павінен заўжды ставіць перад сабой мэту – адказаць на пытанні, што хвалююць яго слухачоў. Дзеля гэтага трэба прапусціць праз сваё сэрца калізіі эпохі, у якую жывеш",Уладзімер Мулявін,dumki.org
Таленавітых людзей вельмі шмат. Толькі ў кожным неабходна гэты талент адкрыць,Уладзімер Мулявін,dumki.org
"Мы не павінны адмаўляцца ад таго, з чаго мы выраслі: ад прасеянага стагоддзямі і сугучнага з намі сёння нацыянальнага музычнага ладу і ад іншых асаблівасцяў нашай народнай музыкі.",Уладзімер Мулявін,dumki.org
"Наша аснова – песня народная, а гэта значыць – не старэючая ніколі",Уладзімер Мулявін,dumki.org
Самае патаемнае для нас – гэта пакінуць народную душу ў любой песні,Уладзімер Мулявін,dumki.org
"Я ніколі не ставіўся сур’ёзна да славы – ведаў, што яна прыходзіць і сыходзіць. І да гэтага трэба быць падрыхтаваным",Уладзімер Мулявін,dumki.org
А жыць хочацца нават з цікавасці,Уладзімер Мулявін,dumki.org
"Зямная слава – прах і попел, як дым разыходзіцца, як вадзяная пара– гіне",Эўфрасіньня Полацкая,dumki.org
"Бачны свет надзвычай прыгожы і слаўны. Але прамінае, як сон, як кветка, засыхае. Вечнае і нябачнае – існуе праз вякі",Эўфрасіньня Полацкая,dumki.org
"Збірайце добрыя думкі ў сэрцы сваім, як пчала мёд",Эўфрасіньня Полацкая,dumki.org
"Мала казаць, а больш разумець",Эўфрасіньня Полацкая,dumki.org
Праведнікі і пасля смерці застаюцца жывымі,Эўфрасіньня Полацкая,dumki.org
Нічога мы не павінны рабіць проціў Бога і нічога без Бога,Адам Станкевіч,dumki.org
"Свае высілкі мусім падпіраць малітвай. Вера праз малітву набірае больш сілы, красы і цвёрдасці",Адам Станкевіч,dumki.org
"Маліцца па-хрысціянску – гэта значыць зысці аж на дно сваёй душы, сваёй сведамасці, успомніць і прызнаць сваю грэшнасць, перапрасіць Бога за свае віны, тады ўзнясціся да Божай ласкі і міласці, напоўніцца Божым святлом і сілай, каб, ізноў апынуўшыся ў віры жыцця, дарыць сваіх бліжніх цяплом сардэчнасці і ўслужнай міласці",Адам Станкевіч,dumki.org
"Не дзеля таго маем думаць мы аб смерці, каб сумаваць і вянуць, але каб жыццю прыспорыць красы і радасці, каб набрацца сілы і зацвісці. Да гэтага вядзе дарога дабра, дарога добрага, багабойнага жыцця, дарога добрых чынаў",Адам Станкевіч,dumki.org
"Верма непарушна, што Бог з намі, што ў лодцы нашай жыццёвай, якую заліваюць варожыя хвалі зла, знаходзіцца з намі Хрыстус.",Адам Станкевіч,dumki.org
"Хрысціянства ёсць вечнае ў часе і ў прасторы, яно ніколі і нідзе не замыкаецца, не агранічаецца і не вычэрпваецца",Адам Станкевіч,dumki.org
"Час – гэта тое, што хвалі рачныя, што выпушчаная страла, што віхор заўзяты. Час бяжыць, а мы мусім лавіць яго, мусім з яго карыстаць, мусім ткаць на ім узор добрага і прыгожага жыцця нашага, бо інакш – час праміне, а мы застанемся з пустымі рукамі або яшчэ горш – абцяжараны грахамі",Адам Станкевіч,dumki.org
"Чалавек так збудаваны, што ён вечна галодны праўды, вечна гэтай праўды шукае і ніяк знайсці яе не можа, бо поўнай праўды на гэтым відомым і агранічаным дачасным свеце няма, тут ёсць толькі частка праўды, а Праўда поўная – у жыцці духовым, у Богу",Адам Станкевіч,dumki.org
"Пакорны чалавек – праўдзівы чалавек не толькі прад сабой, але і прад людзьмі, і прад Богам. Сутнасць пакоры ў тым, што яна адчыняе вочы чалавеку, каб бачыў не толькі добрае ў сабе, але і благое, не толькі сваю сілу, але і слабасць, не толькі сваю вольнасць, але і залежнасць",Адам Станкевіч,dumki.org
"Душа людская – поле, на якім Бог сее добрае сваё зярнё. Трэба нам старанна і вытрывала працаваць дзеля ўраджайнасці нівы – душы нашай, дзеля яе праўдзівай культуры, бо ж яна наша і ў дачаснасці, і ў вечнасці. Трэба нам старацца, каб гэтая душа-ніва наша была для нас раем, а не пустыняй нядолі",Адам Станкевіч,dumki.org
Сам Бог жыве ў нас. Жывема ж і мы ў ім!..,Адам Станкевіч,dumki.org
Хрыстус у спакушэнні – вечны ўзор для чалавека ў ягоных спакушэннях,Адам Станкевіч,dumki.org
"Кожнае збліжэнне да Бога ўзмацняе і паляпшае нас. Дык працуйма над палепшаннем душы нашай, занураючыся ў глыбі ласкі і думак Божых!..",Адам Станкевіч,dumki.org
"Вера душу нашу не толькі будзіць, але і асвячае, і дарыць яе супакоем і радасцяй унутранай",Адам Станкевіч,dumki.org
Шчасця і радасці ў Хрыстусе ніхто ад нас адняць не зможа,Адам Станкевіч,dumki.org
"Не вінавата праўда, што чалавеку сілай не накідаецца, але вінават чалавек, каторы праўды або ненавідзіць, або не хоча добра пазнаць, або не так, як трэба, яе шукае",Адам Станкевіч,dumki.org
"Найвышэйшы загад веры нашай – любіць Бога і бліжняга. Любоў жа гэта, нібы ў водах люстраных, найлепш адбіваецца ў добрых чынах нашых",Адам Станкевіч,dumki.org
"Малітва – гэта родная мова душы нашай. Мовы гэтай забывацца мы не павінны ніколі. Малітва – гэта той узгорак, з якога лёгка можам бачыць свайго ворага, гэта той ручай “вады жывой”, што служыць здароўю душы і цела нашага",Адам Станкевіч,dumki.org
"Добрыя ўчынкі і шчырая малітва, шчырая малітва і добрыя ўчынкі – вось непамыльныя спосабы і пэўнае аружжа чалавека ў барацьбе ягонай за шчасце сваё асабістае і за шчасце бліжняга яго",Адам Станкевіч,dumki.org
"Чалавек, калі рве тоненькія залатыя жыццёвыя ніці любові Бога і ягонай праўды, выключаецца ад цэнтралі жыцця свайго і перастае быць правадніком энергіі Божай, правадніком творчых ідэалаў – як у жыцці прыватным, так і грамадскім",Адам Станкевіч,dumki.org
"Як гаспадар згубленую авечку, як жанчына згубленую драхму – шукае заўсёды Бог чалавека і заўсёды асвячае і агравае яго сваёй любоўю, не перастаючы клікаць яго да сябе. Не будзьма ж глухімі на кліч ягоны!",Адам Станкевіч,dumki.org
"Прыземныя справы, самалюбныя інтарэсы, забыццё аб патрэбах душы, аб цноце, аб малітве, аб святых сакрамантах не спрыяюць таму, каб чалавек трывалае што і сапраўды цэннае мог здабыць у жыцці сваім",Адам Станкевіч,dumki.org
"Чалавек не ёсць неагранічаным гаспадаром таго, што мае. Бог, што стварыў усё, усяго ёсць найвышэйшым Валадаром і Панам",Адам Станкевіч,dumki.org
"Хрысціянства ў факце існавання кожнага народу бачыць тварэнне Бога – і Богу як найвышэйшай, Волі і Мудрасці яго падпарадкоўвае. Хрысціянства, такім чынам, згодна і з нашым прыродным розумам і пачуццём, прызнае і нават загадвае любоў Бацькаўшчыны, але гэта мусіць быць у згодзе з агульным Божым загадам любові да Бога і бліжняга, а такжа ў згодзе з Найвышэйшай Божай Справядлівасцяй і мудрасцяй",Адам Станкевіч,dumki.org
"Чалавек, які сапраўды любіць свайго бліжняга, мае ўважнае вока на яго патрэбы",Адам Станкевіч,dumki.org
"Або не трэба дабрадзействаў прымаць і з іх карыстаць, або, калі іх хто прымае і імі карыстае, павінен разам з імі прымаць на сябе і абавязак удзячнасці",Адам Станкевіч,dumki.org
"Удзячнасць людзей абавязвае, бо яна іх робіць лепшымі, пакарнейшымі, будзіць прыязнь узаемную і стаецца крыніцай новых дабрадзействаў. І наадварот – няўдзячнасць, як ліхі віхор, засыпае пяском крыніцы людской дабраты",Адам Станкевіч,dumki.org
"Трэба памятаць, што ўдзячнасць наша павінна адносіцца не толькі да людзей, але такжа і да Бога",Адам Станкевіч,dumki.org
Удзячнасць ёсць хрысціянскай добрасцяй. Няхай жа яна будзе пастаянным і неадлучным таварышам – анёлам душ нашых,Адам Станкевіч,dumki.org
"Чалавек не павінен гардзіць вонкавымі формамі жыцця, але прадусім павінен старацца аб вартасці сваёй духовай, каб жыццё яго было поўнае зместу і сілы. Цнота, дабрата душы, якой не відаць, чалавека вывышае, а заразумеласць, пышнасць, пратэнзіяльнасць, беспадстаўнае жаданне славы і прызнання ў людзей, якія так кожнаму кідаюцца ў вочы, чалавека звычайна абясцэньваюць і паніжаюць, бо выказваюць усю яго духоўную парожнасць і бязвартаснасць",Адам Станкевіч,dumki.org
"Хто не мае праўды, сілы духовай, той борацца хітрасцяй, нянавісцяй, гвалтам, сілай цялеснай",Адам Станкевіч,dumki.org
Камуністы думаюць знішчыць рэлігію. Тым часам яна ў агні пераследу адсвежваецца і адраджаецца,Адам Станкевіч,dumki.org
"Прыроды гэтага свету мы змяніць не можам, але можам і павінны мы жыць на гэтым свеце як Божыя дзеці",Адам Станкевіч,dumki.org
"Хрыстусава Ўшэсце павінна выклікаць у нас міласць і тугу па небе. У небе наш Збаўца, наш Бог, жыццё наша. Неба – гэта наша Бацькаўшчына, адкуль мы выйшлі і куды мы варочаемся.",Адам Станкевіч,dumki.org
"Дух Святы зімнае, акасцянелае, самалюбнае сэрца наша разагравае, паляпшае, робіць мілым сабе самому, людзям і Богу такжа",Адам Станкевіч,dumki.org
"Дзіця слабое, простае, нявіннае. Яно кожнаму павера, кожнага паслухае. Дзіця лёгка ашукаць, лёгка ўгаварыць яму няпраўду, лёгка закінуць у сэрца зярнё грэху. Дык сапраўды вялікім нягоднікам ёсць той, хто карыстаючыся слабасцяй дзіцяці і нявіннасцяй, зводзе яго з добрай дарогі, зрывае з яго вопратку нявіннасці, якая ўпадабняе дзіця да анёлаў",Адам Станкевіч,dumki.org
Адна няпраўда – касуе ўсе праўды,Адам Станкевіч,dumki.org
Святое Пісанне – жарало нашага духовага жыцця,Адам Станкевіч,dumki.org
"Усё ўцісканае, крыўджанае, як заўсёды бывае, многа ў сабе мае маральнай сілы і красы",Адам Станкевіч,dumki.org
"Праўда і Дабро, як водблескі Бога самога заўсёды на свеце перамагаюць, даюць радасць сэрцам людскім і адкрываюць новы сэнс жыцця чалавечага",Адам Станкевіч,dumki.org
"Што я мог, тое зрабіў – няхай іншыя зробяць што лепшае",Адам Станкевіч,dumki.org
"Веру, што для адраджэння кожнага народу мучаніцтва ёсць патрэбным; але ведаю такжа, што і справядлівасць ёсць абавязковай",Адам Станкевіч,dumki.org
"Рэчы грамадскія не робяцца людзьмі, якія не маюць паняцця аб ідэалах грамадскіх",Адам Станкевіч,dumki.org
"Здрада паніжае чалавека, а вернасць вывышае",Адам Станкевіч,dumki.org
Святы ідэал у руках нізкіх і грэшных ‒ паніжаны,Адам Станкевіч,dumki.org
Да прыгожых словаў трэба прыгожыя ўчынкі,Адам Станкевіч,dumki.org
"Культура – гэта патэнцыя душы нашай, гэта творчая яе магчымасць, а такжа гэта ўсе рэальныя плады духоўнай нашай творчасці",Адам Станкевіч,dumki.org
Духоўнае сваё жыццё чалавек выяўляе пры помачы мовы,Адам Станкевіч,dumki.org
"Пакуль вы жывыя, дык хадзіце, бо дзе вашы думкі, там і вашы ногі",Казімір Камейша,dumki.org
"Сумленнасі трэба вучыцца ў маленькіх дзяцей, пакуль яны не навучыліся ад нас несумленнасці",Казімір Камейша,dumki.org
"Але яшчэ глушыце кроў.
Гарыць душа і час настане,
Калі з-за поля, з-за бароў
Па-беларуску сонца гляне.",Алесь Дудар,dumki.org
"О, ганьба, ганьба! Ў нашы дні
Такі разлом, туга такая!
І баюць байкі баюны
Северо-Западного края...",Алесь Дудар,dumki.org
"Беларусь ‒ не царам маскоўскім.
Беларусь ‒ не варшаўскім панам!",Алесь Дудар,dumki.org
"Мастацкі дух ніколі не памрэ.
Не пахаваць яго пад курганамі,
не вычарпаць гадамі і вякамі",Алесь Дудар,dumki.org
"Стаконна, стамечна, стамільна 
йрве зь ветрам Пагоня
у
Вільню",Натальля Арсеньнева,dumki.org
"Бо няма на сьвеце злыдні больш нягоднай,
чыну, вартага й праклёну і суда,
чымся юдам стацца для свайго народа,
чым братоў ці здрадзіць, ці прадаць",Натальля Арсеньнева,dumki.org
"Хто згінаць прывыкне шыю ‒
ўжо вачэй ня ўзьніме угару",Натальля Арсеньнева,dumki.org
"...Ускрэсьне Край, 
бо й Ён ускрос!
Мацней за сьмерць,
за ўсё,
каханьне
зямлі, дзе ад дзіцяці ўзрос...
Устань-жа, ўстань,
ускрэсьні сяньня,
мой Край, як уваскрос Хрыстос!",Натальля Арсеньнева,dumki.org
"Годзе вам, годзе, царыкі-паганцы,
Таптаць у балотах хрышчоны народ",Уладзіслаў Сыракомля,dumki.org
"Эй, згіне вораг, як Бог нам паможа
За нашу крыўду, за горкі наш жаль.
Запяём песьню: «Хваліць цябе, Божа!»
Лягчэй будзе сэрцу, як згіне маскаль.
 
Зямля ты наша, зямля ты сьвятая,
Радзі нам збожжа ды судзі пажаць, –
Не прыйдзе вораг з маскоўскага краю
На магазын наша зерне браць!",Уладзіслаў Сыракомля,dumki.org
Мы – сіла! Мы – права!,Цётка,dumki.org
"Веру, братцы: людзьмі станем,
Хутка скончым мы свой сон;
На сьвет Божы шырэй глянем,
Век напіша нам закон.",Цётка,dumki.org
"Хацела б быць я рэчкай быстрай, 
Абегчы родны край! ",Цётка,dumki.org
Адзін з абавязкаў пісьменьніка – вяртаньне сябе праз вяртаньне страчанага народам,Анатоль Сыс,dumki.org
Беларуская мова павінна стаць адзінай дзяржаўнай у рэспубліцы,Анатоль Сыс,dumki.org
Я забараняю перакладаць мае вершы на рускую мову,Анатоль Сыс,dumki.org
"Тры мазалі ў мяне. Бог тройцу любіць:
на языку, на сэрцы, на руцэ.",Анатоль Сыс,dumki.org
"Не баюся я смерці,
бо хачу вельмі жыць",Анатоль Сыс,dumki.org
"Паэтам можаш ты не быць,
а беларусам абавязаны,
расейцаў можаш не любіць,
а можаш быць у іх за блазана",Анатоль Сыс,dumki.org
Нам мова далася крывёю,Анатоль Сыс,dumki.org
"Дабро заўсёды перамагае зло ‒ вось адвечная ісціна, праўдзівасць якой кожнае пакаланне выпрабоўвае на сабе",Анатоль Сыс,dumki.org
"Справядлівасць ‒ адзін з твараў ісціны. Рана ці позна, якія б моцныя і жорсткія асобы не хавалі яе ад людскога вока, якія б абставіны не скажалі яе твару ‒ справядлівасць пераможа",Анатоль Сыс,dumki.org
Мы ведаем цану жыцця і смерці нават простага аратага. Аднак у той жа час мы не навучыліся шанаваць і аберагаць прарокаў,Анатоль Сыс,dumki.org
Паэзія ‒ гэта інтуіцыя,Анатоль Сыс,dumki.org
"У паэзіі мы выйшлі ў космас, хоць ідзём ад зямлі",Анатоль Сыс,dumki.org
Пісаць трэба толькі па-беларуску. Наш час патрабуе вялікай прынцыповасці,Анатоль Сыс,dumki.org
Мая жонка ‒  паэзія,Анатоль Сыс,dumki.org
У паэзіі ў кожнага свой слуп,Анатоль Сыс,dumki.org
"Пішы так, каб не было сорамна",Анатоль Сыс,dumki.org
"Хто плюе на жанчыну — той нелюдзь плюе на Радзіму,
хто гандлюе святыняй — той маці сваю прадае",Анатоль Сыс,dumki.org
Радзіма пачынаецца з жанчыны,Анатоль Сыс,dumki.org
Мой радавод вёў летапіс свой плугам,Анатоль Сыс,dumki.org
"Памірай, а жыта сей.
Рунь пра сейбіта раскажа.",Анатоль Сыс,dumki.org
"Мы выйдзем шчыльнымi радамi
На вольны родны свой прастор,
Хай воля вечна будзе з намi,
А гвалту мы дамо адпор!",Макар Краўцоў,dumki.org
"Няхай жыве магутны, сьмелы
Наш беларускi вольны дух",Макар Краўцоў,dumki.org
"Браты, да шчасьця мы падходзiм:
Хай гром грымiць яшчэ мацней!
Ў крывавых муках мы народзім
Жыцьцё Рэспублiкi сваёй!",Макар Краўцоў,dumki.org
"Хачу жыць,
Захлынацца і верыць",Тодар Кляшторны,dumki.org
"Маладосьць –
Гэта дзіўная казка,
Непаўторная ў нашым жыцьці…",Тодар Кляшторны,dumki.org
Зусім не прагне сённяшняя знаць аб долі учарашняй знаці знаць,Уладзімір Кныр,dumki.org
Па-за роднай культурай беларусы становяцца бессыстэмнай этнічнай масай,Леанід Лыч,dumki.org
"У Беларусi толькi беларусы жывуць на сваёй гiстарычнай радзiме, этнiчнай зямлi. Усю ж астатнюю частку насельнiцтва складаюць не розныя нацыi i народнасцi, а толькi iх прадстаўнiкi.",Леанід Лыч,dumki.org
"Звычайна да ўлады прыходзяць i кiруюць краiнай асобы з высокай нацыянальнай свядомасцю, адданыя культурна-моўным традыцыям уласнага народа, шчыра зацiкаўленыя ў захаваннi яго этнiчнай адметнасцi. Дзякуючы такiм асобам дзяржава здольна выратаваць свой народ ад этнiчнай смерцi ў вынiку дэнацыяналiзацыi",Леанід Лыч,dumki.org
Уладныя структуры ў найважнейшай сферы жыццядзейнасцi свайго народа — культуры — мэтанакiравана праводзяць русiфiкатарскую палiтыку,Леанід Лыч,dumki.org
"Беларусь — аднанацыянальная краiна. У ёй толькi адзiн тытульны народ, i гэтая краiна толькi для беларусаў з’яўляецца метраполiяй, этнiчнай, гiстарычнай радзiмай, Бацькаўшчынай",Леанід Лыч,dumki.org
"Сусветная практыка дае масу прыкладаў, што са стратай нацыянальнай мовы гiне i нацыянальная культура",Леанід Лыч,dumki.org
"Мова — самы дасканалы i ўсеабдымны крытэрый вызначэння этнiчнай прыналежнасцi культуры. Складзены беларусам на рускай мове тэкст песнi цi напiсаная да яе беларусам музыка — гэта ўжо не элемент беларускай нацыянальнай культуры. Тое ж самае можна сказаць пра оперу, аперэту, драматычны твор, няхай нават напiсаныя на сюжэт з беларускага жыцця",Леанід Лыч,dumki.org
"Беларуская нацыя, калi паважае сябе, павiнна мець беларускамоўны дзяржаўны, адмiнiстрацыйна-гаспадарчы, судовы, вайсковы апараты, беларускамоўныя адукацыю, культуру, навуку, афiцыйныя СМI, тапанiмiю, напоўненую сваiмi назвамi. Адным словам, рабiць усё так, як i ў iншых цывiлiзаваных народаў",Леанід Лыч,dumki.org
"Далейшай трансфармацыi беларусаў у безнацыянальную, безаблiчную масу неабходна як мага хутчэй пакласцi канец. Дзякуй Богу, яшчэ не ўсё канчаткова страчана. Але хутка нас могуць залiчыць да рускiх. Такое немiнуча адбудзецца, калi i надалей пры маўклiвай згодзе беларусаў дзяржавай будзе праводзiцца мэтанакiраваная палiтыка русiфiкацыi. Здаровыя колы беларускага грамадства павiнны згуртавацца i рашуча выступiць супраць пераўтварэння насельнiцтва краiны ў нешта “прамежкавае”. I беларуская зямля пераўтворыцца ў тыповую рускую культурна-моўную правiнцыю, насельнiцтва якой будзе называць сябе рускiм, да чаго так iмкнуўся ў другой палове XIX ст. стаўленiк царскiх улад на пасадзе вiленскага генерал-губернатара Мiхаiл Мураўёў.",Леанід Лыч,dumki.org
"Менавіта ў баях з рускімі пралілося мора беларускай крыві, панесена найбольш матэрыяльных страт, пераканаўчым сведчаннем чаму з’яўляюцца бесперапынныя войны Маскоўскай дзяржавы з Вялікім Княствам Літоўскім, Рэччу Паспалітай",Леанід Лыч,dumki.org
"Для нас, беларусаў, слова «вызваленне» і сёння мае надзвычай важнае значэнне. Ці ж гэта, скажам, не актуальна, вызваліцца з-пад руйнавальнага ўздзеяння «Русского мира» на этнакультурную самабытнасць нашай нацыі?",Леанід Лыч,dumki.org
"Краіна не можа быць незалежнай, калі ў яе афіцыйным жыцці пануе чужая мова. Чужая мова несумяшчальная з дзяржаўным суверэнітэтам, ёсць самая магутная зброя ў барацьбе з нацыянальнай ідэнтычнасцю, этнакультурнай спецыфікай Беларусі",Леанід Лыч,dumki.org
"Суверэнная Рэспубліка Беларусь яшчэ ніколі не знаходзілася ў такой страшэннай, глабальнай культурна-моўнай залежнасці ад Расіі, як сёння!",Леанід Лыч,dumki.org
"Сапраўды незалежнай Беларусь можа стаць толькі тады, калі будзе мець у корані адрозную ад Расіі культурна-моўную прастору, адметныя ад свайго ўсходняга суседа нацыястваральную дзяржаўную палітыку, нацыянальнае аблічча базавага, тытульнага народа краіны",Леанід Лыч,dumki.org
"Усё, што свядома рабіла і робіць вертыкаль кіраўніка дзяржавы па сціранні культурна-моўных адрозненняў паміж беларускім і рускім народамі на карысць апошняга — гэта не проста памылка, а паводле ўсіх сваіх параметраў сапраўдная нацыянальная здрада, паколькі ў такой сітуацыі нельга забяспечыць краіне фактычную дзяржаўную незалежнасць. Калі ж рэальнасцю стане супольная з Расіяй Саюзная дзяржава, Беларусі са сваім татальна зрусіфікаваным тытульным народам нязначна лепш будзе жыць, чым выкінутай з вады на бераг рыбе",Леанід Лыч,dumki.org
"БССР, як недасканаламу, непаўнапраўнаму палітычнаму суб’екту СССР, мы абавязаны паўторным узвядзеннем у нашым краі з 1929 года прыгоннага права ў фармаце калектыўнай сельскай гаспадаркі (калгасы), што зрабіла нас не толькі беднымі матэрыяльна, але і істотна падарвала, аслабіла этнакультурны патэнцыял нашага народа, аслабіла сілы яго супраціву русіфікацыі",Леанід Лыч,dumki.org
"Да сёння застаюцца незабытымі ў памяці напалову разабраныя ўзімку 1938/39 года стрэхі крытых саломаю хлявоў. «Распранулі» ж іх дзеля таго, каб гэтай састарэлай, неспажыўнай з-за працяглага часу знаходжання пад сонцам, снегам і дажджом саломай карміць галодную жывёлу",Леанід Лыч,dumki.org
"Так бедна, як савецкія беларусы, не жылі іх суседзі — літоўцы і латышы. І так не жылі таму, што не ўваходзілі ў склад першай у свеце сацыялістычнай дзяржавы СССР. Не зведалі такой нішчымніцы і нашы суродзічы з Другой Рэчы Паспалітай, не гаворачы ўжо пра саміх палякаў.",Леанід Лыч,dumki.org
"Ніводная тытульная нацыя не толькі саюзных, але і аўтаномных рэспублік не панесла ад дзяржаўнай русіфікатарскай палітыкі такіх вялізных этнічных стратаў, як беларуская",Леанід Лыч,dumki.org
"Нікому іншаму, як агульнасаюзнаму цэнтру ў Маскве, Беларусь абавязана вядомай усяму свету па сваіх цяжкіх наступствах тэхнагеннай катастрофай на Чарнобыльскай атамнай станцыі. Усё гэта лішні раз сведчыць, як важна кожнаму народу, у тым ліку і беларускаму, быць сапраўдным гаспадаром на сваёй зямлі",Леанід Лыч,dumki.org
"Калі ж сёння беларусы ў непараўнальна большай ступені нагадваюць рускіх, чым на час скону СССР, дык за гэта трэба «дзякаваць» дарэшты адарваным ад базавых для нашай зямлі культурна-моўных традыцый архітэктарам, ідэолагам нацыянальнай палітыкі Рэспублікі Беларусь і ў першую чаргу яе кіраўніку",Леанід Лыч,dumki.org
"На працягу ўсяго часу існавання Беларускай Савецкай Сацыялістычнай Рэспублікі нацыянальнае жыццё нашага народа не было такім страшэнна пакалечаным, абяскроўленым, бесперспектыўным, як сёння",Леанід Лыч,dumki.org
"Без нацыянальнай школы нельга не толькі забяспечыць нармальнага этнакультурнага развіцця народа, але нават гарантаваць і само яго існаванне",Леанід Лыч,dumki.org
"Этап, у якім жывём сёньня, самы пагрозьлівы для нашага народу. Ніколі яшчэ мы не былі так блізка да этнічнага скону, як сёньня.",Леанід Лыч,dumki.org
