quote,author,source,low_text
"Справядлівасць патрабуе сумленна жыць, нікому не чыніць шкоды, кожнаму аддаваць тое, што яму належыць па праве, за добрыя справы ўзнагароджваць, а за дрэнныя – караць",Андрэй Волян,dumki.org,справядлівасць патрабуе сумленна жыць нікому не чыніць шкоды кожнаму аддаваць тое што яму належыць па праве за добрыя справы ўзнагароджваць а за дрэнныя – караць
"Цвёрдасць волі азначае здольнасць асобы не паддавацца ніякім мольбам і просьбам, ніякім запалохванням і пагрозам мацнейшых, якія хацелі б перашкодзіць законнаму правасуддзю",Андрэй Волян,dumki.org,цвёрдасць волі азначае здольнасць асобы не паддавацца ніякім мольбам і просьбам ніякім запалохванням і пагрозам мацнейшых якія хацелі б перашкодзіць законнаму правасуддзю
"Падабенства звычак, інтарэсаў мацней яднае тых, хто мілы адзін аднаму сэрцам",Андрэй Волян,dumki.org,падабенства звычак інтарэсаў мацней яднае тых хто мілы адзін аднаму сэрцам
"Шмат хто, папускаюцы сваім жаданням і жарсцям, не вытрымлівае ўмеркаванасці, якой патрабуе прырода. І тады асалода, прызначаная на ўмацаванне цела, нясе яму гібель",Андрэй Волян,dumki.org,шмат хто папускаюцы сваім жаданням і жарсцям не вытрымлівае ўмеркаванасці якой патрабуе прырода і тады асалода прызначаная на ўмацаванне цела нясе яму гібель
"Калі знатны нашчадак аказваецца гультаём і лодырам, калі ён загразае ў распусце і блудзе, то вядомасць продкаў не толькі не дапамагае яму, а наадварот – выкрывае і высвечвае яго ліхія ўчынкі тым выразней, чым ярчэйшаю была слава яго бацькоў і дзядоў",Андрэй Волян,dumki.org,калі знатны нашчадак аказваецца гультаём і лодырам калі ён загразае ў распусце і блудзе то вядомасць продкаў не толькі не дапамагае яму а наадварот – выкрывае і высвечвае яго ліхія ўчынкі тым выразней чым ярчэйшаю была слава яго бацькоў і дзядоў
"Слава продкаў служыць патомкам як светач. Яна не дазваляе рабіць употай ні добрае, ні дрэннае",Андрэй Волян,dumki.org,слава продкаў служыць патомкам як светач яна не дазваляе рабіць употай ні добрае ні дрэннае
"Гнеў – ён ёсць нішто іншае як прыкмета слабавольнасці, пры якой для ўзважанай памяркоўнасці няма месца",Андрэй Волян,dumki.org,гнеў – ён ёсць нішто іншае як прыкмета слабавольнасці пры якой для ўзважанай памяркоўнасці няма месца
"Я сцвярджаю не тырана, а караля, які будзе абараняць законы і звычаі нашага народа, а не кіравацца сваімі асабістымі капрызамі, клапаціцца толькі пра сябе і прыносіць шкоду пажытку паспалітаму, народнай справе (1573)",Андрэй Волян,dumki.org,я сцвярджаю не тырана а караля які будзе абараняць законы і звычаі нашага народа а не кіравацца сваімі асабістымі капрызамі клапаціцца толькі пра сябе і прыносіць шкоду пажытку паспалітаму народнай справе 1573
Бог бласлаўляе вялікую працу маленькіх,Арцём Вярыга-Дарэўскі,dumki.org,бог бласлаўляе вялікую працу маленькіх
"Дзейнічай, працуй, аб'ядноўвай вузлом любові, вучы славіць Бога, любіць суайчыннікаў і маці-радзіму",Арцём Вярыга-Дарэўскі,dumki.org,дзейнічай працуй аб ядноўвай вузлом любові вучы славіць бога любіць суайчыннікаў і маці радзіму
"Калі лад у сям’е
Дак само дабро плывець
І крэпка сям’я жывець",Арцём Вярыга-Дарэўскі,dumki.org,калі лад у сям’е дак само дабро плывець і крэпка сям’я жывець
"Музыканты, што не гарманіруюць адны з адным душой, нядоўга цешаць гармоніяй музыкі",Арцём Вярыга-Дарэўскі,dumki.org,музыканты што не гарманіруюць адны з адным душой нядоўга цешаць гармоніяй музыкі
Мілыя мелодыі не на адно сэрца пырснулі выратавальнай расой,Арцём Вярыга-Дарэўскі,dumki.org,мілыя мелодыі не на адно сэрца пырснулі выратавальнай расой
Рэчцы ў мора цэлай не праліцца,Арцём Вярыга-Дарэўскі,dumki.org,рэчцы ў мора цэлай не праліцца
"Калі маса братоў засмучана, няма свабоднай весялосці",Арцём Вярыга-Дарэўскі,dumki.org,калі маса братоў засмучана няма свабоднай весялосці
Побач з расцвітаючымі дабрачыннасцямі і д’ябал не спіць,Арцём Вярыга-Дарэўскі,dumki.org,побач з расцвітаючымі дабрачыннасцямі і д’ябал не спіць
У змаганні з цяжкасцямі дух вырастае,Арцём Вярыга-Дарэўскі,dumki.org,у змаганні з цяжкасцямі дух вырастае
"Што чуе сэрца, тое без страху гавораць нашы вусны",Вінцэнт Дунін-Марцінкевіч,dumki.org,што чуе сэрца тое без страху гавораць нашы вусны
"Ці ж знаходзіць рэч цяжкая?
Латва знойдзе, хто шукае",Вінцэнт Дунін-Марцінкевіч,dumki.org,ці ж знаходзіць рэч цяжкая латва знойдзе хто шукае
Чакаць – мужыцка прывычка,Вінцэнт Дунін-Марцінкевіч,dumki.org,чакаць – мужыцка прывычка
"Людзей трэба слухаць.
Не прыстоіць проціў усіх дмухаць",Вінцэнт Дунін-Марцінкевіч,dumki.org,людзей трэба слухаць не прыстоіць проціў усіх дмухаць
Юрыста абдзярэ ўсіх дачыста,Вінцэнт Дунін-Марцінкевіч,dumki.org,юрыста абдзярэ ўсіх дачыста
"Той кахання не дастане,
Хто адно глядзіць нажывы",Вінцэнт Дунін-Марцінкевіч,dumki.org,той кахання не дастане хто адно глядзіць нажывы
"Звяртайце ўвагу не на багацце, але на сэрца, навуку і славу ў людзей",Вінцэнт Дунін-Марцінкевіч,dumki.org,звяртайце ўвагу не на багацце але на сэрца навуку і славу ў людзей
Услужыць нялёгка справядлівай славе!,Вінцэнт Дунін-Марцінкевіч,dumki.org,услужыць нялёгка справядлівай славе
З адукацыяй і веру спалучайце!,Вінцэнт Дунін-Марцінкевіч,dumki.org,з адукацыяй і веру спалучайце
"Прысягу ламаць грэх вялікі, не гожа",Вінцэнт Дунін-Марцінкевіч,dumki.org,прысягу ламаць грэх вялікі не гожа
На шляху здрады хіба вам Бог дапаможа?,Вінцэнт Дунін-Марцінкевіч,dumki.org,на шляху здрады хіба вам бог дапаможа
"Не, да скнары, каб смерць пагражала, нябога,
Не ідзі за парадай і за дапамогай",Вінцэнт Дунін-Марцінкевіч,dumki.org,не да скнары каб смерць пагражала нябога не ідзі за парадай і за дапамогай
Між церня цвіце і прыгожая ружа,Вінцэнт Дунін-Марцінкевіч,dumki.org,між церня цвіце і прыгожая ружа
"Дык і ў тых, пра каго кажуць: душы іх з лёду –
Растае лёд у танцы жыцця і свабоды",Вінцэнт Дунін-Марцінкевіч,dumki.org,дык і ў тых пра каго кажуць душы іх з лёду – растае лёд у танцы жыцця і свабоды
Бараніць родны край – гэта рыцараў справа!,Вінцэнт Дунін-Марцінкевіч,dumki.org,бараніць родны край – гэта рыцараў справа
"Асцярожна, каб веліч былога не сцерці!",Вінцэнт Дунін-Марцінкевіч,dumki.org,асцярожна каб веліч былога не сцерці
"У людскай натуры здаўна зло такое,
Што ляпей смакуе, дзетачкі, чужое",Вінцэнт Дунін-Марцінкевіч,dumki.org,у людскай натуры здаўна зло такое што ляпей смакуе дзетачкі чужое
"Хто з Богам, з тым і Бог",Вінцэнт Дунін-Марцінкевіч,dumki.org,хто з богам з тым і бог
"Кабета просіць, вось ангел, здаецца!",Вінцэнт Дунін-Марцінкевіч,dumki.org,кабета просіць вось ангел здаецца
"Што зрабіў дабро, душа мая рада",Вінцэнт Дунін-Марцінкевіч,dumki.org,што зрабіў дабро душа мая рада
"Эх, міла ж чалавеку з прошласці ўспамінам
Змагацца, зручна ўсеўшыся перад камінам",Вінцэнт Дунін-Марцінкевіч,dumki.org,эх міла ж чалавеку з прошласці ўспамінам змагацца зручна ўсеўшыся перад камінам
"Калі бяседа будзіць мілыя ўспаміны,
Дык момантам здадуцца вечара гадзіны",Вінцэнт Дунін-Марцінкевіч,dumki.org,калі бяседа будзіць мілыя ўспаміны дык момантам здадуцца вечара гадзіны
"Хоць касцёлак невялічкі,
Ды ў ім стройна, гарманічна",Вінцэнт Дунін-Марцінкевіч,dumki.org,хоць касцёлак невялічкі ды ў ім стройна гарманічна
"Ды гэта ўжо, відаць, прысуджана спрадвеку,
Што дух пярэчання існуе ў чалавеку",Вінцэнт Дунін-Марцінкевіч,dumki.org,ды гэта ўжо відаць прысуджана спрадвеку што дух пярэчання існуе ў чалавеку
"Каб ты, адважны Гектар, мог прадбачыць,
Што згінеш у баі, лёс мог бы перайначыць –
Сядзеў бы ў Троі. І Ахіл не йшоў бы ў схватку, 
Каб знаў, што нехта там стралой прашые пятку",Вінцэнт Дунін-Марцінкевіч,dumki.org,каб ты адважны гектар мог прадбачыць што згінеш у баі лёс мог бы перайначыць – сядзеў бы ў троі і ахіл не йшоў бы ў схватку каб знаў што нехта там стралой прашые пятку
"Хто ў Бога верыць, той не ашуканы",Вінцэнт Дунін-Марцінкевіч,dumki.org,хто ў бога верыць той не ашуканы
"О Божа! Бясконцы дабра крыніцы,
Калі твой люд, што цябе абражае,
Заместа кары з тваёй жа дзясніцы
Такое багацце мае",Вінцэнт Дунін-Марцінкевіч,dumki.org,о божа бясконцы дабра крыніцы калі твой люд што цябе абражае заместа кары з тваёй жа дзясніцы такое багацце мае
"Ваш суд мне не страшны, хай злосна скавыча
У будцы сабака, увагі на пса не звярну я.
Як раіць пясняр Сыракомля, пішу я
Цяпер, як заўсёды, на мове мужычай",Вінцэнт Дунін-Марцінкевіч,dumki.org,ваш суд мне не страшны хай злосна скавыча у будцы сабака увагі на пса не звярну я як раіць пясняр сыракомля пішу я цяпер як заўсёды на мове мужычай
"Кожнае Божае стварэнне прывязваецца да роднага кута, у якім, выходзячы з мацярынскага лона, выдала першыя гукі, у якім, падтрыманае чулымі, клапатлівымі рукамі бацькоў ставіла першыя крокі",Вінцэнт Дунін-Марцінкевіч,dumki.org,кожнае божае стварэнне прывязваецца да роднага кута у якім выходзячы з мацярынскага лона выдала першыя гукі у якім падтрыманае чулымі клапатлівымі рукамі бацькоў ставіла першыя крокі
"Асвета ёсць першай прыступкай, як фізічнага, гэтак аднолькава і маральнага паляпшэння побыту",Вінцэнт Дунін-Марцінкевіч,dumki.org,асвета ёсць першай прыступкай як фізічнага гэтак аднолькава і маральнага паляпшэння побыту
"Без гармоніі адрозненняў свет выглядаў бы мёртва, без зместу, нібы шэры фон, які не мае ані контураў, ані перпектывы, ані ўсяго таго, што робіць разнастайным выгляд, ажыўляе дзеянні, што надае вобразу тон і вартасць рэчаіснасці",Аляксандр Ельскі,dumki.org,без гармоніі адрозненняў свет выглядаў бы мёртва без зместу нібы шэры фон які не мае ані контураў ані перпектывы ані ўсяго таго што робіць разнастайным выгляд ажыўляе дзеянні што надае вобразу тон і вартасць рэчаіснасці
"Пэўная мова ўжо адным сваім існаваннем даводзіць, што вынікае з пэўных неабходных, прыроджаных умоваў і патрэб",Аляксандр Ельскі,dumki.org,пэўная мова ўжо адным сваім існаваннем даводзіць што вынікае з пэўных неабходных прыроджаных умоваў і патрэб
"Родная мова ў дакладным значэнні ёсць самая любімая спадчына нацыі; праз яе пасярэдніцтва лягчэй за ўсё пранікнуць у душу нацыі, закрануць пачуцці, праясніць розум, падштурхнуць адпаведную думку, заклікаць да дзеяння, змагацца са страсцямі, ствараць дабрачыннасці!",Аляксандр Ельскі,dumki.org,родная мова ў дакладным значэнні ёсць самая любімая спадчына нацыі праз яе пасярэдніцтва лягчэй за ўсё пранікнуць у душу нацыі закрануць пачуцці праясніць розум падштурхнуць адпаведную думку заклікаць да дзеяння змагацца са страсцямі ствараць дабрачыннасці
"Калі народ любіць і ўшаноўвае песняй сваё гняздо, ужо гэта адно добра аб ім сведчыць",Аляксандр Ельскі,dumki.org,калі народ любіць і ўшаноўвае песняй сваё гняздо ужо гэта адно добра аб ім сведчыць
Ніводзін свавольны капрыз не здолее беспакарана адкінуць патрэбу гарманічнай разнастайнасці ў прыродзе,Аляксандр Ельскі,dumki.org,ніводзін свавольны капрыз не здолее беспакарана адкінуць патрэбу гарманічнай разнастайнасці ў прыродзе
"Заўсёды на адной мове будзе гаварыць столькі людзей, колькі іх ёсць злучаных супольнасцю ўражанняў і ўяўленняў",Аляксандр Ельскі,dumki.org,заўсёды на адной мове будзе гаварыць столькі людзей колькі іх ёсць злучаных супольнасцю ўражанняў і ўяўленняў
Штучная рэстаўрацыя духоўнасці не зберажэ ад немачы і разбурэння,Аляксандр Ельскі,dumki.org,штучная рэстаўрацыя духоўнасці не зберажэ ад немачы і разбурэння
Прыгнечанага да глыбіні душы ратуе толькі вера ў Бога!,Аляксандр Ельскі,dumki.org,прыгнечанага да глыбіні душы ратуе толькі вера ў бога
"Нічога на месцы не стаіць вечна, а звычайна нават рэакцыя з’яўляецца вестуном энергічных імкненняў пры змене акалічнасцей",Аляксандр Ельскі,dumki.org,нічога на месцы не стаіць вечна а звычайна нават рэакцыя з’яўляецца вестуном энергічных імкненняў пры змене акалічнасцей
"Калі бліжні церпіць бяду, то трэба яго падтрымаць, хоць бы ён і саромеўся такой дапамогі з-за фальшывай амбіцыі",Аляксандр Ельскі,dumki.org,калі бліжні церпіць бяду то трэба яго падтрымаць хоць бы ён і саромеўся такой дапамогі з за фальшывай амбіцыі
Людзей трэба прыцягваць любоўю і дзейнай падтрымкай,Аляксандр Ельскі,dumki.org,людзей трэба прыцягваць любоўю і дзейнай падтрымкай
"Роднае слова. Яно ўваходзiць у наша жыццё з вуснаў мацi яшчэ ў маленстве. У цiхiм журчаннi матчыных песень-калыханак, у яе пяшчотных ласках мы пачынаем улоўлiваць яго своеасаблiвыя формы i гучанне. Незвычайнае хараство i зладжанасць чуецца нам у гучаннi роднага слова. Яно то ласкавае i пяшчотнае, як подых летняга ветру, то шырокае i плаўнае, як далячынь палёў i азёрныя блакiты, то звонкае i пералiвiстае, як празрыстыя крынiцы i песнi птушак, то суровае i грознае, як навальнiчныя хмары",Анатоль Крывіцкі,dumki.org,роднае слова яно ўваходзiць у наша жыццё з вуснаў мацi яшчэ ў маленстве у цiхiм журчаннi матчыных песень калыханак у яе пяшчотных ласках мы пачынаем улоўлiваць яго своеасаблiвыя формы i гучанне незвычайнае хараство i зладжанасць чуецца нам у гучаннi роднага слова яно то ласкавае i пяшчотнае як подых летняга ветру то шырокае i плаўнае як далячынь палёў i азёрныя блакiты то звонкае i пералiвiстае як празрыстыя крынiцы i песнi птушак то суровае i грознае як навальнiчныя хмары
"Папраўляючы, раячы, заўсёды падтрымлівайце, падбадзёрвайце",Іван Мележ,dumki.org,папраўляючы раячы заўсёды падтрымлівайце падбадзёрвайце
Мой дэвіз – надзея і вытрымка,Іван Мележ,dumki.org,мой дэвіз – надзея і вытрымка
Родная зямля грэе і аберагае,Іван Мележ,dumki.org,родная зямля грэе і аберагае
Вайна закрывае ўсе далягляды,Іван Мележ,dumki.org,вайна закрывае ўсе далягляды
Песня сагравае. Песня не абцяжыць плечы ў паходах. Песня – нямногая з радасцей на вайне,Іван Мележ,dumki.org,песня сагравае песня не абцяжыць плечы ў паходах песня – нямногая з радасцей на вайне
"На фронце камандзір любіць байца за дапамогу, смеласць, адданасць, а баец камандзіра за кіраванне, розум, чуласць",Іван Мележ,dumki.org,на фронце камандзір любіць байца за дапамогу смеласць адданасць а баец камандзіра за кіраванне розум чуласць
"Нуда, калі не ведаеш, чым засмуціцца, аб чым патрывожыцца, да чаго прыкласці рукі",Іван Мележ,dumki.org,нуда калі не ведаеш чым засмуціцца аб чым патрывожыцца да чаго прыкласці рукі
Жанчыны ўмеюць хаваць свае пачуцці. Нічога не зразумееш!,Іван Мележ,dumki.org,жанчыны ўмеюць хаваць свае пачуцці нічога не зразумееш
"Няма горшага за той суд, якім судзіш сябе сам",Іван Мележ,dumki.org,няма горшага за той суд якім судзіш сябе сам
"Мары няясныя, няпэўныя, але яны клічуць. Нястрымна",Іван Мележ,dumki.org,мары няясныя няпэўныя але яны клічуць нястрымна
"Навука – свет, які выклікае павагу",Іван Мележ,dumki.org,навука – свет які выклікае павагу
"Новыя трывогі, новыя турботы спакваля змываюць усё, што было нядаўна",Іван Мележ,dumki.org,новыя трывогі новыя турботы спакваля змываюць усё што было нядаўна
Цяжка пераможаным ісці,Іван Мележ,dumki.org,цяжка пераможаным ісці
Горш за ўсё ў жыцці – няпэўнасць. Аддаю перавагу яснасці. Няхай цяжкай,Іван Мележ,dumki.org,горш за ўсё ў жыцці – няпэўнасць аддаю перавагу яснасці няхай цяжкай
"Хто не паважае родную мову, не паважае родны народ",Іван Мележ,dumki.org,хто не паважае родную мову не паважае родны народ
"Мова ‒ гэта вялікі народны скарб. Яго нельга не паважаць, як нельга не паважаць родны народ.",Іван Мележ,dumki.org,мова ‒ гэта вялікі народны скарб яго нельга не паважаць як нельга не паважаць родны народ
Вечнае жыццё ёсць дастатковай платаю,Міндоўг,dumki.org,вечнае жыццё ёсць дастатковай платаю
Зычліва і ахвотна чыніце ласку,Міндоўг,dumki.org,зычліва і ахвотна чыніце ласку
"Між усіх цнотаў больш прыемная Богу тая, якая скіраваная на карысць душаў",Міндоўг,dumki.org,між усіх цнотаў больш прыемная богу тая якая скіраваная на карысць душаў
"Праца – кухня мастацтва, без яе талент застаецца паўфабрыкатам",Уладзімер Мулявін,dumki.org,праца – кухня мастацтва без яе талент застаецца паўфабрыкатам
"Кожны рытм, афарбаваны народнай першаасновай, заўжды будзе адпавядаць духу часу",Уладзімер Мулявін,dumki.org,кожны рытм афарбаваны народнай першаасновай заўжды будзе адпавядаць духу часу
"Творца павінен заўжды ставіць перад сабой мэту – адказаць на пытанні, што хвалююць яго слухачоў. Дзеля гэтага трэба прапусціць праз сваё сэрца калізіі эпохі, у якую жывеш",Уладзімер Мулявін,dumki.org,творца павінен заўжды ставіць перад сабой мэту – адказаць на пытанні што хвалююць яго слухачоў дзеля гэтага трэба прапусціць праз сваё сэрца калізіі эпохі у якую жывеш
Таленавітых людзей вельмі шмат. Толькі ў кожным неабходна гэты талент адкрыць,Уладзімер Мулявін,dumki.org,таленавітых людзей вельмі шмат толькі ў кожным неабходна гэты талент адкрыць
"Мы не павінны адмаўляцца ад таго, з чаго мы выраслі: ад прасеянага стагоддзямі і сугучнага з намі сёння нацыянальнага музычнага ладу і ад іншых асаблівасцяў нашай народнай музыкі.",Уладзімер Мулявін,dumki.org,мы не павінны адмаўляцца ад таго з чаго мы выраслі ад прасеянага стагоддзямі і сугучнага з намі сёння нацыянальнага музычнага ладу і ад іншых асаблівасцяў нашай народнай музыкі
"Наша аснова – песня народная, а гэта значыць – не старэючая ніколі",Уладзімер Мулявін,dumki.org,наша аснова – песня народная а гэта значыць – не старэючая ніколі
Самае патаемнае для нас – гэта пакінуць народную душу ў любой песні,Уладзімер Мулявін,dumki.org,самае патаемнае для нас – гэта пакінуць народную душу ў любой песні
"Я ніколі не ставіўся сур’ёзна да славы – ведаў, што яна прыходзіць і сыходзіць. І да гэтага трэба быць падрыхтаваным",Уладзімер Мулявін,dumki.org,я ніколі не ставіўся сур’ёзна да славы – ведаў што яна прыходзіць і сыходзіць і да гэтага трэба быць падрыхтаваным
А жыць хочацца нават з цікавасці,Уладзімер Мулявін,dumki.org,а жыць хочацца нават з цікавасці
"Зямная слава – прах і попел, як дым разыходзіцца, як вадзяная пара– гіне",Эўфрасіньня Полацкая,dumki.org,зямная слава – прах і попел як дым разыходзіцца як вадзяная пара– гіне
"Бачны свет надзвычай прыгожы і слаўны. Але прамінае, як сон, як кветка, засыхае. Вечнае і нябачнае – існуе праз вякі",Эўфрасіньня Полацкая,dumki.org,бачны свет надзвычай прыгожы і слаўны але прамінае як сон як кветка засыхае вечнае і нябачнае – існуе праз вякі
"Збірайце добрыя думкі ў сэрцы сваім, як пчала мёд",Эўфрасіньня Полацкая,dumki.org,збірайце добрыя думкі ў сэрцы сваім як пчала мёд
"Мала казаць, а больш разумець",Эўфрасіньня Полацкая,dumki.org,мала казаць а больш разумець
Праведнікі і пасля смерці застаюцца жывымі,Эўфрасіньня Полацкая,dumki.org,праведнікі і пасля смерці застаюцца жывымі
Нічога мы не павінны рабіць проціў Бога і нічога без Бога,Адам Станкевіч,dumki.org,нічога мы не павінны рабіць проціў бога і нічога без бога
"Свае высілкі мусім падпіраць малітвай. Вера праз малітву набірае больш сілы, красы і цвёрдасці",Адам Станкевіч,dumki.org,свае высілкі мусім падпіраць малітвай вера праз малітву набірае больш сілы красы і цвёрдасці
"Маліцца па-хрысціянску – гэта значыць зысці аж на дно сваёй душы, сваёй сведамасці, успомніць і прызнаць сваю грэшнасць, перапрасіць Бога за свае віны, тады ўзнясціся да Божай ласкі і міласці, напоўніцца Божым святлом і сілай, каб, ізноў апынуўшыся ў віры жыцця, дарыць сваіх бліжніх цяплом сардэчнасці і ўслужнай міласці",Адам Станкевіч,dumki.org,маліцца па хрысціянску – гэта значыць зысці аж на дно сваёй душы сваёй сведамасці успомніць і прызнаць сваю грэшнасць перапрасіць бога за свае віны тады ўзнясціся да божай ласкі і міласці напоўніцца божым святлом і сілай каб ізноў апынуўшыся ў віры жыцця дарыць сваіх бліжніх цяплом сардэчнасці і ўслужнай міласці
"Не дзеля таго маем думаць мы аб смерці, каб сумаваць і вянуць, але каб жыццю прыспорыць красы і радасці, каб набрацца сілы і зацвісці. Да гэтага вядзе дарога дабра, дарога добрага, багабойнага жыцця, дарога добрых чынаў",Адам Станкевіч,dumki.org,не дзеля таго маем думаць мы аб смерці каб сумаваць і вянуць але каб жыццю прыспорыць красы і радасці каб набрацца сілы і зацвісці да гэтага вядзе дарога дабра дарога добрага багабойнага жыцця дарога добрых чынаў
"Верма непарушна, што Бог з намі, што ў лодцы нашай жыццёвай, якую заліваюць варожыя хвалі зла, знаходзіцца з намі Хрыстус.",Адам Станкевіч,dumki.org,верма непарушна што бог з намі што ў лодцы нашай жыццёвай якую заліваюць варожыя хвалі зла знаходзіцца з намі хрыстус
"Хрысціянства ёсць вечнае ў часе і ў прасторы, яно ніколі і нідзе не замыкаецца, не агранічаецца і не вычэрпваецца",Адам Станкевіч,dumki.org,хрысціянства ёсць вечнае ў часе і ў прасторы яно ніколі і нідзе не замыкаецца не агранічаецца і не вычэрпваецца
"Час – гэта тое, што хвалі рачныя, што выпушчаная страла, што віхор заўзяты. Час бяжыць, а мы мусім лавіць яго, мусім з яго карыстаць, мусім ткаць на ім узор добрага і прыгожага жыцця нашага, бо інакш – час праміне, а мы застанемся з пустымі рукамі або яшчэ горш – абцяжараны грахамі",Адам Станкевіч,dumki.org,час – гэта тое што хвалі рачныя што выпушчаная страла што віхор заўзяты час бяжыць а мы мусім лавіць яго мусім з яго карыстаць мусім ткаць на ім узор добрага і прыгожага жыцця нашага бо інакш – час праміне а мы застанемся з пустымі рукамі або яшчэ горш – абцяжараны грахамі
"Чалавек так збудаваны, што ён вечна галодны праўды, вечна гэтай праўды шукае і ніяк знайсці яе не можа, бо поўнай праўды на гэтым відомым і агранічаным дачасным свеце няма, тут ёсць толькі частка праўды, а Праўда поўная – у жыцці духовым, у Богу",Адам Станкевіч,dumki.org,чалавек так збудаваны што ён вечна галодны праўды вечна гэтай праўды шукае і ніяк знайсці яе не можа бо поўнай праўды на гэтым відомым і агранічаным дачасным свеце няма тут ёсць толькі частка праўды а праўда поўная – у жыцці духовым у богу
"Пакорны чалавек – праўдзівы чалавек не толькі прад сабой, але і прад людзьмі, і прад Богам. Сутнасць пакоры ў тым, што яна адчыняе вочы чалавеку, каб бачыў не толькі добрае ў сабе, але і благое, не толькі сваю сілу, але і слабасць, не толькі сваю вольнасць, але і залежнасць",Адам Станкевіч,dumki.org,пакорны чалавек – праўдзівы чалавек не толькі прад сабой але і прад людзьмі і прад богам сутнасць пакоры ў тым што яна адчыняе вочы чалавеку каб бачыў не толькі добрае ў сабе але і благое не толькі сваю сілу але і слабасць не толькі сваю вольнасць але і залежнасць
"Душа людская – поле, на якім Бог сее добрае сваё зярнё. Трэба нам старанна і вытрывала працаваць дзеля ўраджайнасці нівы – душы нашай, дзеля яе праўдзівай культуры, бо ж яна наша і ў дачаснасці, і ў вечнасці. Трэба нам старацца, каб гэтая душа-ніва наша была для нас раем, а не пустыняй нядолі",Адам Станкевіч,dumki.org,душа людская – поле на якім бог сее добрае сваё зярнё трэба нам старанна і вытрывала працаваць дзеля ўраджайнасці нівы – душы нашай дзеля яе праўдзівай культуры бо ж яна наша і ў дачаснасці і ў вечнасці трэба нам старацца каб гэтая душа ніва наша была для нас раем а не пустыняй нядолі
Сам Бог жыве ў нас. Жывема ж і мы ў ім!..,Адам Станкевіч,dumki.org,сам бог жыве ў нас жывема ж і мы ў ім
Хрыстус у спакушэнні – вечны ўзор для чалавека ў ягоных спакушэннях,Адам Станкевіч,dumki.org,хрыстус у спакушэнні – вечны ўзор для чалавека ў ягоных спакушэннях
"Кожнае збліжэнне да Бога ўзмацняе і паляпшае нас. Дык працуйма над палепшаннем душы нашай, занураючыся ў глыбі ласкі і думак Божых!..",Адам Станкевіч,dumki.org,кожнае збліжэнне да бога ўзмацняе і паляпшае нас дык працуйма над палепшаннем душы нашай занураючыся ў глыбі ласкі і думак божых
"Вера душу нашу не толькі будзіць, але і асвячае, і дарыць яе супакоем і радасцяй унутранай",Адам Станкевіч,dumki.org,вера душу нашу не толькі будзіць але і асвячае і дарыць яе супакоем і радасцяй унутранай
Шчасця і радасці ў Хрыстусе ніхто ад нас адняць не зможа,Адам Станкевіч,dumki.org,шчасця і радасці ў хрыстусе ніхто ад нас адняць не зможа
"Не вінавата праўда, што чалавеку сілай не накідаецца, але вінават чалавек, каторы праўды або ненавідзіць, або не хоча добра пазнаць, або не так, як трэба, яе шукае",Адам Станкевіч,dumki.org,не вінавата праўда што чалавеку сілай не накідаецца але вінават чалавек каторы праўды або ненавідзіць або не хоча добра пазнаць або не так як трэба яе шукае
"Найвышэйшы загад веры нашай – любіць Бога і бліжняга. Любоў жа гэта, нібы ў водах люстраных, найлепш адбіваецца ў добрых чынах нашых",Адам Станкевіч,dumki.org,найвышэйшы загад веры нашай – любіць бога і бліжняга любоў жа гэта нібы ў водах люстраных найлепш адбіваецца ў добрых чынах нашых
"Малітва – гэта родная мова душы нашай. Мовы гэтай забывацца мы не павінны ніколі. Малітва – гэта той узгорак, з якога лёгка можам бачыць свайго ворага, гэта той ручай “вады жывой”, што служыць здароўю душы і цела нашага",Адам Станкевіч,dumki.org,малітва – гэта родная мова душы нашай мовы гэтай забывацца мы не павінны ніколі малітва – гэта той узгорак з якога лёгка можам бачыць свайго ворага гэта той ручай “вады жывой” што служыць здароўю душы і цела нашага
"Добрыя ўчынкі і шчырая малітва, шчырая малітва і добрыя ўчынкі – вось непамыльныя спосабы і пэўнае аружжа чалавека ў барацьбе ягонай за шчасце сваё асабістае і за шчасце бліжняга яго",Адам Станкевіч,dumki.org,добрыя ўчынкі і шчырая малітва шчырая малітва і добрыя ўчынкі – вось непамыльныя спосабы і пэўнае аружжа чалавека ў барацьбе ягонай за шчасце сваё асабістае і за шчасце бліжняга яго
"Чалавек, калі рве тоненькія залатыя жыццёвыя ніці любові Бога і ягонай праўды, выключаецца ад цэнтралі жыцця свайго і перастае быць правадніком энергіі Божай, правадніком творчых ідэалаў – як у жыцці прыватным, так і грамадскім",Адам Станкевіч,dumki.org,чалавек калі рве тоненькія залатыя жыццёвыя ніці любові бога і ягонай праўды выключаецца ад цэнтралі жыцця свайго і перастае быць правадніком энергіі божай правадніком творчых ідэалаў – як у жыцці прыватным так і грамадскім
