page,category,proverb
186,ПРАКЛЁНЫ,Каб цябе сагнула ў тры пагібелі! Плехава Люб.
187,ПРАКЛЁНЫ,Каб цябе Пярун забіў! Ёдчыкі Квас.
187,ПРАКЛЁНЫ,Каб цябе Пярун на гладкай дарозе забіў! Хадакі Жытл.
187,ПРАКЛЁНЫ,Каб цябе на шнурку сляпога вадзілі! Бялавічы Кос.
187,ПРАКЛЁНЫ,"Каб цябе не пазналі бацька і маці! Альшаніца Квас. Жадаюць, каб моцна захварэў, змяніўся з твару."
187,ПРАКЛЁНЫ,Каб цябе ногі не насілі на гэтым свеце! Гошчава Стайк.
187,ПРАКЛЁНЫ,Каб цябе нуда заела! Скураты Квас.
187,ПРАКЛЁНЫ,Каб цябе па лапе разарвалі! Хрышчонавічы Квас.
187,ПРАКЛЁНЫ,Каб цябе па полі лавілі! Старажоўшчына Кос. Тут: ловяць па полі вар'ята.
187,ПРАКЛЁНЫ,"Каб цябе пад рукі вадзілі! Рацкевічы Міл. Водзяць пад рукі моцна хворага, нямоглага. “Водзіж за нос, кап цябе пад рукі вадзілі!” (з аповеду інф.). Вадзіць за нос - падманваць, ашукваць."
187,ПРАКЛЁНЫ,"Каб цябе падняло і гопнула! Альшаніца Квас. Гопнуць - кінуць, бразнуць на зямлю."
187,ПРАКЛЁНЫ,"Каб цябе паляруш забраў! Альшаніца Квас. Паляруш - паралюш, параліч."
187,ПРАКЛЁНЫ,"Каб цябе панясло, каб ты не супыніўся! Размеркі Стайк."
187,ПРАКЛЁНЫ,Каб цябе парвала! Кушняры Падст.
187,ПРАКЛЁНЫ,Каб цябе пастаца ўзяла! Заполле Кое. Пастаца - ліхаманка.
187,ПРАКЛЁНЫ,Каб цябе пранцы з'елі! Жамайдзякі Міл. Пранцы - сіфіліс.
187,ПРАКЛЁНЫ,Каб цябе пякотка пякла! Воля УЖытл.
187,ПРАКЛЁНЫ,Каб цябе родная маці не пазнала! Юкавічы Стайк.
187,ПРАКЛЁНЫ,"Каб цябе рэзалі, каб з цябе па куску даставалі! Косава. Жадаюць, каб трапіў на аперацыйны стол."
188,ПРАКЛЁНЫ,Каб цябе скруціла ды не выпрастала! Корачын ўКытл.
188,ПРАКЛЁНЫ,Каб цябе скруціла і не адпусціла! Бялавічы Кос.
188,ПРАКЛЁНЫ,Каб цябе халера ўзяла! Хрышчонавічы Квас.
188,ПРАКЛЁНЫ,Каб цябе чорная крываўка ўзяла! Альшаніца Квас. Чорная крываўка - дызентэрыя.
188,ПРАКЛЁНЫ,Каб цябе шуляк задзёр! Скураты Квас.
188,ПРАКЛЁНЫ,"Каб цябе шухля трэсла! Галенчыцы Ягл. Шухля - ліхаманка, трасца."
188,ПРАКЛЁНЫ,Каб цябе якая халера ўдушыла! Грыўда Міл.
188,ПРАКЛЁНЫ,Каб цябе ўзяло за печані! Заполле Кое.
188,ПРАКЛЁНЫ,"Каб я па табе хоць адны пасталы стаптала! Альшаніцы Квас. 
Г. зн. каб муж раней памёр за жонку."
188,ПРАКЛЁНЫ,Каб я цябе пахавала маленькага! Бялавічы Кос.
188,ПРАКЛЁНЫ,"Каб яго за жывот узяло, хто гэта ўзяў! Няхачава Стайк."
188,ПРАКЛЁНЫ,Каб яго холяр душыў! Заполле Кос. Холяр - халера.
188,ПРАКЛЁНЫ,"Каб яму вочы павылазілі, каб ён свету божага не бачыў! Альшаніца Квас."
188,ПРАКЛЁНЫ,Каб яму дыхаць не дало! Сярадава іЖытл.
188,ПРАКЛЁНЫ,"Каб яму жылы павыцягвала! Заполле Кос. “Пацягаў ён мой лён, каб яму жылы павыцягало!” (з аповеду інф.)."
188,ПРАКЛЁНЫ,Каб яно агнём пайшло! Жамайдзякі Міл.
188,ПРАКЛЁНЫ,"Няхай вас халера задушыць! Яглевічы Яг л. 
р Я : Няхай табе Бог за тваю “дабрату” заплоціць! Заполле Кос."
188,ПРАКЛЁНЫ,"Няхай яно затане, такое жыццё! Хрышчонавічы Квас."
188,ПРАКЛЁНЫ,"Няхай яно спрахне, такое жыццё! Любішчыцы Люб."
189,ПРАКЛЁНЫ,Пастацы на цябе няма! Альшаніца Квас.
189,ПРАКЛЁНЫ,"Пі, каб ты смалы напіўся! Скураты Квас."
189,ПРАКЛЁНЫ,"Пі, каб цябе парвала! Плехава Люб."
189,ПРАКЛЁНЫ,Трасца тваёй матары! Заполле Кос.
189,ПРАКЛЁНЫ,Трасцу табе ў бок! Альшаніца Квас.
189,ПРАКЛЁНЫ,"Хай тыя рукі паадсыхаюць, што на бацьку з маткай падымаюцца! Альба Квас."
189,ПРАКЛЁНЫ,Хай цябе Бог пакарае ліхім суседам! Альшаніца Квас.
189,ПРАКЛЁНЫ,"Хай цябе кадук задушыць! Скураты Квас. Кадук - нячысцік, чорт."
189,ПРАКЛЁНЫ,Хай цябе карбунец задушыць! Заполле Кос.
189,ПРАКЛЁНЫ,"Хай цябе сляпога водзяць! Бялавічы Кос. Страшны праклён. Клянуць таго, хто даўся ў знакі, здзекаваўся з людзей."
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,А каб ты здаровы жыў!
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,А каб цябе качкі стапталі!
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,А няхай цябе камар убрыкне!
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,"Дай Бог табе адным куском падавіцца. 
, каб усё жыццё пражыў (пражыла), маючы аднаго мужа (жонку)."
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,Каб табе жонка сем дачок нарадзіла!
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,"Каб ты ноччу не еў, а днём не спаў!"
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,Каб цябе дзеўкі любілі!
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,Каб цябе курыца ўбрыкнула!
190,ЖАРТОЎНЫЯ ПРАКЛЁНЫ,Каб яму на тым свеце лёгка ікнулася!
191,АДКЛЯЦЦІІ,Брашы на асінавы кол!
191,АДКЛЯЦЦІІ,Брашы на сваю галаву!
191,АДКЛЯЦЦІІ,Кляні ды сабе бяры!
191,АДКЛЯЦЦІІ,"Мяне кляні, а сабе бяры!"
191,АДКЛЯЦЦІІ,Соль табе ў вочы!
191,АДКЛЯЦЦІІ,"Соль табе ў вочы, кацаўба ў зубы, засланка ў плечы! 
Кацаўба - кій з патаўшчэннем на канцы."
191,АДКЛЯЦЦІІ,Хай Бог міласцівы ўберажэ ад тваіх слоў!
191,АДКЛЯЦЦІІ,Хай Бог мілуе!
191,АДКЛЯЦЦІІ,Хай твае словы (праклёны) на сухі лес ідуць!
191,АДКЛЯЦЦІІ,Ціпун табе на язык!
192,ЗНЕВАЖАННІ,"Абдзірус! 
Пра рухавага, няўрымслівага хлапчыну, які не шануе адзення."
192,ЗНЕВАЖАННІ,"Абліванец! 
Пра поўнага, тоўстага мужчыну."
192,ЗНЕВАЖАННІ,"Абодранік! 
Пра чалавека, які носіць старое, лапленае адзенне."
192,ЗНЕВАЖАННІ,"Аброчная торба! 
Так зняважліва кажуць пра тоўстую жанчыну."
192,ЗНЕВАЖАННІ,"Абух тупы! 
Пра чалавека невялікага розуму."
192,ЗНЕВАЖАННІ,"Абібок! 
Пра лежня, гультая."
192,ЗНЕВАЖАННІ,Авечка дурная!
192,ЗНЕВАЖАННІ,"Аглобля яловая! 
Пра высокага, худога, невялікага розуму чалавека."
192,ЗНЕВАЖАННІ,"Агрэбнік! 
З асуджэннем кажуць пра неахайнага чалавека."
192,ЗНЕВАЖАННІ,"Ад'яда сэрца! 
Так асуджальна кажуць пра чалавека, які непакоіць сваімі ўчынкамі, паводзінамі."
192,ЗНЕВАЖАННІ,"Адлюднік ты! 
Пра дзіклівага чалавека."
192,ЗНЕВАЖАННІ,"Азіят! 
Пра нядобрага, ліхога чалавека."
193,ЗНЕВАЖАННІ,"Акалуха! 
Неакуратная жанчына."
193,ЗНЕВАЖАННІ,"Альфабэт дурны! 
Пра непісьменнага, неразвітога чалавека."
193,ЗНЕВАЖАННІ,"Анціхрыст! 
Тут: бязбожнік."
193,ЗНЕВАЖАННІ,"Анчутка! 
Анчутка - нячысцік, сатана."
193,ЗНЕВАЖАННІ,"Апівош (апівоша, апівошына) гэты! 
Пра п'яніцу."
193,ЗНЕВАЖАННІ,"Арыштант гэты! 
Кажуць на неслуха, забіяку."
193,ЗНЕВАЖАННІ,"Асмалак чорны! 
Гэтак смяюцца з смуглявага чалавека."
193,ЗНЕВАЖАННІ,"Атрута на блохі! 
Пра ўяду, назолу. І"
193,ЗНЕВАЖАННІ,"Баба, а не чалавек! 
Баба - тут: жанчына. Гэтак кажуць пра таго, каму бракуе мужчынскіх якасцяў."
193,ЗНЕВАЖАННІ,"Байстар!' 
Байстар - пазашлюбнае дзіця."
193,ЗНЕВАЖАННІ,"Балдавешка дурная! 
Так зняважліва кажуць пра лянівага, някемлівага чалавека."
193,ЗНЕВАЖАННІ,"Баран дурны! 
Пра таго, хто часта памыляецца праз сваю ўпартасць."
193,ЗНЕВАЖАННІ,"Басота гэтая! 
Кажуць на таго, хто бедны праз сваю бесклапотнасць, гультайства."
193,ЗНЕВАЖАННІ,"Блэндала пустое! 
Пра таго, хто гаворыць шмат, але без ладу."
193,ЗНЕВАЖАННІ,"Бізун! 
Бізун - тут: неслух."
194,ЗНЕВАЖАННІ,"Болабацень! 
Болабацень - пустабрэх, пустаслоў."
194,ЗНЕВАЖАННІ,"Бомкала! 
Чалавек, які гучна, невыразна гаворыць."
194,ЗНЕВАЖАННІ,"Бот з левае нагі! 
Тут: дурань."
194,ЗНЕВАЖАННІ,"Брахун! 
Г. зн. манюка, пустамеля."
194,ЗНЕВАЖАННІ,"Брыда несусветная! 
Пра чалавека невысокіх маральных якасцяў."
194,ЗНЕВАЖАННІ,"Брыдоцце! 
Пра непрыгожага, няўклюднага чалавека."
194,ЗНЕВАЖАННІ,"Бурвалак! 
Здзекліва кажуць на тоўстага мужчыну."
194,ЗНЕВАЖАННІ,"Буркля! 
Чалавек, які часта выказвае незадавальненне па дробязях."
194,ЗНЕВАЖАННІ,"Бэзла! 
Кажуць на нявыхаванага, грубага чалавека."
194,ЗНЕВАЖАННІ,"Бэйбус! 
Бэйбус - гультай, абібок."
194,ЗНЕВАЖАННІ,"Бэйля (бэля)! 
Неахайная жанчына."
194,ЗНЕВАЖАННІ,"Бязмен замест галавы! 
Пра неразумнага чалавека."
194,ЗНЕВАЖАННІ,Бязмозглы!
194,ЗНЕВАЖАННІ,"Валацуга! 
Пра таго, хто не пільнуецца хаты."
194,ЗНЕВАЖАННІ,"Валет дурны! 
Пра чалавека недалёкага розуму."
194,ЗНЕВАЖАННІ,"Валюля! 
Пра маруднага, павольнага чалавека."
195,ЗНЕВАЖАННІ,"Вантух! 
Вантух - жывот, трыбух. Кажуць на тоўстага чалавека."
195,ЗНЕВАЖАННІ,"Варона бязмозглая! 
Неразумны."
195,ЗНЕВАЖАННІ,"Вашывік! 
Вашывік - той, хто завашывеў; неахайны, брудны. Вельмі зняважлівая абраза."
195,ЗНЕВАЖАННІ,"Ваўкарэзіна! 
Кажуць на ліхога чалавека."
195,ЗНЕВАЖАННІ,"Вогір! 
Вогір - жарабец. Так насміхаюцца з ганарліўца."
195,ЗНЕВАЖАННІ,"Волік! 
Пра маруду, гультаяватага чалавека."
195,ЗНЕВАЖАННІ,"Выбай! 
Першае значэнне слова - гультай, другое - распуснік."
195,ЗНЕВАЖАННІ,"Выдра! 
Кажуць на сварлівую жанчыну."
195,ЗНЕВАЖАННІ,"Выжла! 
Кажуць на жанчыну, якая дамагаецца свайго ўсімі сродкамі, нават амаральнымі."
195,ЗНЕВАЖАННІ,"Вырадак! 
Пра таго, хто сваімі паводзінамі ганьбіць сям'ю, род."
195,ЗНЕВАЖАННІ,"Вырвус! 
Вырвус - няўрымста, свавольнік."
195,ЗНЕВАЖАННІ,"Выскірка! 
Кажуць на жанчыну, якая без прычыны смяецца."
195,ЗНЕВАЖАННІ,"Гад печаны! 
Пра нядобрага, ліхога чалавека."
195,ЗНЕВАЖАННІ,"Гадота! 
Пра таго, хто выклікае агіду; брыдота."
195,ЗНЕВАЖАННІ,"Галавач! 
Чалавек з вялікай галавой, галавасты."
196,ЗНЕВАЖАННІ,"Галадамёр! 
Пра таго, хто бедны праз сваё гультайства."
196,ЗНЕВАЖАННІ,"Галёпа! 
Кажуць на худую, высокую дзяўчыну."
196,ЗНЕВАЖАННІ,"Галітар! 
Бедны чалавек."
196,ЗНЕВАЖАННІ,"Ганучнік! 
Пра таго, хто збірае, валачэ ўсё, што трапіць пад руку, дадому."
196,ЗНЕВАЖАННІ,"Гаркавік! 
Чалавек, які нячыста, няправільна вымаўляе гукі [р], [Л]."
196,ЗНЕВАЖАННІ,"Гарцыля! 
Жанчына, апранутая без густу."
196,ЗНЕВАЖАННІ,"Глухяндзя! 
Пра чалавека, які моцна недачувае."
196,ЗНЕВАЖАННІ,Глушман!
196,ЗНЕВАЖАННІ,"Гніда ганавічная! 
Кажуць у злосці, каб абразіць, прынізіць некага."
196,ЗНЕВАЖАННІ,"Гніда паршывая! 
Тое самае."
196,ЗНЕВАЖАННІ,"Гопа! 
Скажуць на жанчыну з непрыгожай хадой."
196,ЗНЕВАЖАННІ,"Грыб раскіслы! 
Кажуць на старога кавалера."
196,ЗНЕВАЖАННІ,Гультай!
196,ЗНЕВАЖАННІ,Гультая кавалак!
196,ЗНЕВАЖАННІ,"Гінда папова! 
Худая, высокая жанчына."
196,ЗНЕВАЖАННІ,"Гіцаль! 
Кажуць на неслуха."
197,ЗНЕВАЖАННІ,Дармаед!
197,ЗНЕВАЖАННІ,"Даўбешка дурная! 
Някемлівы чалавек."
197,ЗНЕВАЖАННІ,"Дзевуля (дзяўля)! 
Дарослая дзяўчына, якая паводзіць сябе як малое дзіця."
197,ЗНЕВАЖАННІ,"Дзюба! 
Чалавек з вялікім гарбатым носам."
197,ЗНЕВАЖАННІ,"Доўбня! 
Доўбня - тут: тупы, неразвіты чалавек."
197,ЗНЕВАЖАННІ,Дурань дурны!
197,ЗНЕВАЖАННІ,"Жаба лупатая! 
Пра вірлавокага чалавека."
197,ЗНЕВАЖАННІ,"Жаба-падрубніца! 
Тут: непрыгожая, рабая жанчына."
197,ЗНЕВАЖАННІ,"Завала гэты! 
Пра гультая."
197,ЗНЕВАЖАННІ,"Заваліна! 
“Лодыр, гультай, які ляжыць калодаю, цэлымі днямі” (тлум. інф.)."
197,ЗНЕВАЖАННІ,"Закўтнік! 
Чалавек, які прывык увесь час быць дома."
197,ЗНЕВАЖАННІ,Зараза!
197,ЗНЕВАЖАННІ,"Заценлівы конь! 
Пра ўпартага чалавека, якога не пераканаеш ні ў чым."
197,ЗНЕВАЖАННІ,"Звяга! 
Пра звяглівага, бурклівага чалавека."
197,ЗНЕВАЖАННІ,"Згібельнік гэты! 
Марнатраўца."
197,ЗНЕВАЖАННІ,"Здыхляк гэты! 
Пра худога чалавека. “Косьці ды рэбры” (тлум. інф.)."
198,ЗНЕВАЖАННІ,"Ідал пракляты! 
Тое самае."
198,ЗНЕВАЖАННІ,"Ідал, а не чалавек! 
Кажуць на ліхога, помслівага чалавека з нізкімі маральнымі якасцямі."
198,ЗНЕВАЖАННІ,"Ірад! 
, страшнага чалавека."
198,ЗНЕВАЖАННІ,"Зякрач! 
Вірлавокі чалавек."
198,ЗНЕВАЖАННІ,"Кадук! 
Чорт, нячысцік."
198,ЗНЕВАЖАННІ,"Калупайла! 
Пра маруду."
198,ЗНЕВАЖАННІ,"Камлач! 
Пра чалавека з калматымі, кудлатымі валасамі."
198,ЗНЕВАЖАННІ,"Камёлак! 
Пра поўнага, тоўстага чалавека."
198,ЗНЕВАЖАННІ,"Каніска! 
Пра дужага, але гультаяватага юнака."
198,ЗНЕВАЖАННІ,"Капачка! 
Тут: маруда, неахайніца."
198,ЗНЕВАЖАННІ,"Капіца! 
Капіца - невялікая капа саломы, сена. Тут: тоўстая, прысадзістая жанчына."
198,ЗНЕВАЖАННІ,"Карачун! 
Пра малога ростам чалавека."
198,ЗНЕВАЖАННІ,"Каркавік! 
Пра чалавека, які дрэнна вымаўляе гук [р]."
198,ЗНЕВАЖАННІ,"Катарэзнік! 
Жорсткі, нялюдскі чалавек."
198,ЗНЕВАЖАННІ,"ікала! 
Пра заіклівага чалавека."
199,ЗНЕВАЖАННІ,"Еўндаль! 
Кундаль - сабака."
199,ЗНЕВАЖАННІ,"Кешкала! 
Маруда."
199,ЗНЕВАЖАННІ,"Клыбач! 
Чалавек, які кульгае."
199,ЗНЕВАЖАННІ,"Кнур вылегчаны! 
Кнур - кныр."
199,ЗНЕВАЖАННІ,"Кныш ты! 
Кажуць на нізкарослага чалавека."
199,ЗНЕВАЖАННІ,"Крук! 
Пра згорбленага чалавека."
199,ЗНЕВАЖАННІ,"Круцель! 
Тут: ілгун, манюка."
199,ЗНЕВАЖАННІ,"Крывапівец! 
Кажуць на чалавека, які праліў нявінную кроў."
199,ЗНЕВАЖАННІ,"Крывы чорт! 
Так завуць благога чалавека з фізічным недахопам: кульгавага, гарбатага, з пакрыўленым тварам."
199,ЗНЕВАЖАННІ,"Крыкля! 
Пра крыклівага чалавека."
199,ЗНЕВАЖАННІ,"Курдўпель малы! 
Чалавек малога росту."
199,ЗНЕВАЖАННІ,"Кучма! 
Чалавек са злямчанымі, кудлатымі валасамі."
199,ЗНЕВАЖАННІ,"Кілавік! 
Чалавек, хворы на грыжу. Кажуць на любога."
199,ЗНЕВАЖАННІ,"Кўдлач! 
Чалавек з доўгімі непрычасанымі валасамі."
199,ЗНЕВАЖАННІ,"Кўндаліска! 
Тое самае."
200,ЗНЕВАЖАННІ,"Ламіна! 
Пра чалавека дужага, здаровага, але гультая."
200,ЗНЕВАЖАННІ,"Лантух! 
Так завуць чалавека з празмерна вялікім жыватом."
200,ЗНЕВАЖАННІ,"Лупач! 
Вірлавокі чалавек."
200,ЗНЕВАЖАННІ,"Лярва! 
Пра распусную жанчыну."
200,ЗНЕВАЖАННІ,"Мазгавешка дурная! 
Мазгавешка - галава."
200,ЗНЕВАЖАННІ,"Малатарня! 
Пра таго, хто шмат 1 хутка гаворыць."
200,ЗНЕВАЖАННІ,"Малпа бясхвостая! 
Здзеклівая абраза."
200,ЗНЕВАЖАННІ,"Маўмыга! 
Пра хмурага, маўклівага чалавека."
200,ЗНЕВАЖАННІ,"Мех салявы! 
Пра невысокага, тоўстага чалавека."
200,ЗНЕВАЖАННІ,"Мокрая курыца! 
“Так завуць чалавека, які згорбіўся, сьцяўся, як мокрая курыца” (тлум. інф.)."
200,ЗНЕВАЖАННІ,"Мурзач! 
Неахайны, мурзаты чалавек; мурза."
200,ЗНЕВАЖАННІ,"Мутар (мўтач)! 
Хлус, манюка."
200,ЗНЕВАЖАННІ,"Мухамор стары! 
Часцей кажуць пра старога кавалера."
200,ЗНЕВАЖАННІ,"Муцёль! 
Тое самае, што і мутар."
200,ЗНЕВАЖАННІ,"Мікалаеўская дзеўка! 
Пра жанчыну, якая не выходзіла замуж."
201,ЗНЕВАЖАННІ,"Муцяліска! 
Тое самае."
201,ЗНЕВАЖАННІ,"Мыш рудая! 
Так кажуць на невысокую рудую жанчыну."
201,ЗНЕВАЖАННІ,"Мядзведзь непаваротлівы! 
Пра высокага, тоўстага, маруднага чалавека."
201,ЗНЕВАЖАННІ,"Мяла! 
Непаваротлівы, марудны чалавек."
201,ЗНЕВАЖАННІ,"Мянёк! 
Пра тоўстага, гладкага чалавека."
201,ЗНЕВАЖАННІ,"Набовіч! 
Пра таго, хто настойліва прапаноўвае сябе ў дапамогу, маючы карыслівыя мэты."
201,ЗНЕВАЖАННІ,"Навалач! 
Пра прышлых людзей, чужынцаў."
201,ЗНЕВАЖАННІ,"Надаўбень (надуўбень)! 
Пра ні на што не здатную дзеўчыну, маладзіцу."
201,ЗНЕВАЖАННІ,"Незграбоцце! 
Тое самае."
201,ЗНЕВАЖАННІ,"Нелюдзь! 
Так назавуць таго, хто парушыў усе нормы людской маралі."
201,ЗНЕВАЖАННІ,"Нерадзь! 
Пра недаростка."
201,ЗНЕВАЖАННІ,"Нехлюя! 
Неакуратная, неахайная жанчына."
201,ЗНЕВАЖАННІ,"Нехрысць! 
Пра таго, чые паводзіны, учынкі не стасуюцца з нормамі хрысціянскай маралі."
201,ЗНЕВАЖАННІ,"Норнік! 
Занадта запаслівы чалавек."
201,ЗНЕВАЖАННІ,"Нёмера! 
Гэта непраходная багна. Тут: вырадак, вылюдак."
202,ЗНЕВАЖАННІ,"Нэнза! 
Той, хто ўвесь час ные, скардзіцца."
202,ЗНЕВАЖАННІ,"Нячыстая сіла! 
Кажуць таму, хто паводзіць сябе абуральна."
202,ЗНЕВАЖАННІ,"Падскрэбуха! 
Пра апошняе дзіця ў сям'і."
202,ЗНЕВАЖАННІ,"Пашкуда (пашкудзяр)! 
Брыдкі, агідны чалавек."
202,ЗНЕВАЖАННІ,"Певень восеньскі! 
Кажуць на маладога задзірыстага хлопца. “Певянь восеньскі - с позьніх куранят. Ён малады, задзірысты, яму хочацца пабіцца с старым пеўням” (тлум. інф.)."
202,ЗНЕВАЖАННІ,"Польскі кавалер! 
Стары халасцяк."
202,ЗНЕВАЖАННІ,"Порацік! 
Маруда."
202,ЗНЕВАЖАННІ,"Поркала! 
Тое самае."
202,ЗНЕВАЖАННІ,"Порхаўка старая! 
Здзеклівая абраза. Кажуць на дзеўку-векавуху."
202,ЗНЕВАЖАННІ,"Прайдзісвет! 
Кажуць на таго, хто не трымаецца роднага кута, а гойсае па белым свеце."
202,ЗНЕВАЖАННІ,"Прыблуда! 
Першае значэнне: прымак; другое - чужы, нетутэйшы чалавек."
202,ЗНЕВАЖАННІ,"Пудзіла агароднае! 
Пра неахайнага ці безгустоўна апранутага чалавека."
202,ЗНЕВАЖАННІ,"Пунтовік! 
Зацяты, упарты чалавек."
202,ЗНЕВАЖАННІ,"Пустабрэх! 
Пра таго, чыя гаворка пустая."
202,ЗНЕВАЖАННІ,Піскля!
203,ЗНЕВАЖАННІ,П'яніца горкі!
203,ЗНЕВАЖАННІ,"Пустамеля! 
Тое самае."
203,ЗНЕВАЖАННІ,"Пэцкала! 
Пэцкаль, няўмелы, неакуратны ў працы чалавек."
203,ЗНЕВАЖАННІ,"Раззёва! 
Разява."
203,ЗНЕВАЖАННІ,"Размазня, а не мужык! 
Пра нерашучага, слабавольнага чалавека."
203,ЗНЕВАЖАННІ,"Рамённік! 
Чалавек у брудным, заношаным адзенні."
203,ЗНЕВАЖАННІ,"Рапуха! 
“Рапуха падобная да жабы, з бугрыстай скурай, шэрая. Выклікае агіду. Гэдак і благі чалавек” (тлум. інф.)."
203,ЗНЕВАЖАННІ,"Рыдванец! 
Тоўсты, непаваротлівы чалавек."
203,ЗНЕВАЖАННІ,"Рэйдала! 
Чалавек, які гаворыць бязглуздзіцу."
203,ЗНЕВАЖАННІ,Сабака валацужны!
203,ЗНЕВАЖАННІ,"Салапяка! 
Салапяка - чалавек, у якога вывальваецца язык з рота. Тут: няўважлівы, разгублены."
203,ЗНЕВАЖАННІ,"Сапёль! 
Падлетак, маладзён."
203,ЗНЕВАЖАННІ,Свіння свіннёю.
203,ЗНЕВАЖАННІ,Свінтух!
203,ЗНЕВАЖАННІ,"Серка! 
Мітуслівы чалавек, які шмат за што бярэцца, але не даводзіць да канца."
203,ЗНЕВАЖАННІ,"Сікун! 
Кажуць на падлетка."
204,ЗНЕВАЖАННІ,"Скнэра! 
Плакса."
204,ЗНЕВАЖАННІ,"Скупяндзя! 
Кажуць на скупога чалавека."
204,ЗНЕВАЖАННІ,"Слепяндзя! 
Кажуць на чалавека з дрэнным зрокам."
204,ЗНЕВАЖАННІ,"Сляпундра! 
Тое самае."
204,ЗНЕВАЖАННІ,"Смаркач! 
Малады гадамі, недаростак."
204,ЗНЕВАЖАННІ,"Смырод! 
Тое самае."
204,ЗНЕВАЖАННІ,Смяцюх!
204,ЗНЕВАЖАННІ,"Сойба (соўба)! 
Насатая жанчына."
204,ЗНЕВАЖАННІ,Стары корч!
204,ЗНЕВАЖАННІ,Стары пень!
204,ЗНЕВАЖАННІ,"Стаўдур! 
Пра высокага нязграбнага чалавека."
204,ЗНЕВАЖАННІ,"Страшыдла! 
Пра таго, хто мае страшны выгляд"
204,ЗНЕВАЖАННІ,"Сухарэбрык! 
Худы чалавек."
204,ЗНЕВАЖАННІ,"Таўкач камяк таўчы! 
Камяк - бульбяная каша. Таўкач - прылада, якой таўкуць камяк. Так кажуць пра неразумнага чалавека."
204,ЗНЕВАЖАННІ,"Трыбухач! 
Кажуць на чалавека з вялікім жыватом."
204,ЗНЕВАЖАННІ,"Тумар! 
Тумар - сугней, нелюдзень; пануры чалавек."
205,ЗНЕВАЖАННІ,"Тэндаль! 
“І гаворка ў мушчыны альбы-якая, і ходзіць нага за ногу - гэто тэндаль” (тлум. інф.)."
205,ЗНЕВАЖАННІ,"Убоіска! 
Лянівы як вол."
205,ЗНЕВАЖАННІ,"Хамло! 
Нявыхаваны, грубы чалавек."
205,ЗНЕВАЖАННІ,"Хамула! 
Тое самае."
205,ЗНЕВАЖАННІ,"Хамут! 
Нявыхаваны, неадукаваны чалавек."
205,ЗНЕВАЖАННІ,"Хвалідўп! 
Чалавек, які любіць пахваліцца; хвалько."
205,ЗНЕВАЖАННІ,"Хварсун! 
Задавака."
205,ЗНЕВАЖАННІ,"Храпач! 
Чалавек з шырокімі ноздрамі."
205,ЗНЕВАЖАННІ,"Хруля! 
Пра таго, хто доўгі час хварэе, не папраўляецца."
205,ЗНЕВАЖАННІ,"Целямпей! 
Маруда, цяльпук."
205,ЗНЕВАЖАННІ,"Цынцоха! 
Жанчына з вялікім бюстам."
205,ЗНЕВАЖАННІ,"Цытра! 
Пра нахабную, ліхую жанчыну, якая нікому не выбачыць."
205,ЗНЕВАЖАННІ,"Чмутар! 
Варажбіт."
205,ЗНЕВАЖАННІ,"Чорт лупаты! 
Пра вірлавокага чалавека."
205,ЗНЕВАЖАННІ,"Чорт лысы! 
Пра лысага чалавека."
206,ЗНЕВАЖАННІ,"Чорт рагаты! 
Пра таго, хто паводзіць сябе непрыстойна, нахабна."
206,ЗНЕВАЖАННІ,"Шалота! 
Пра чалавека, які гаворыць непатрэбшчыну."
206,ЗНЕВАЖАННІ,"Шахвараст! 
Чалавек, які не шануе адзення, абутку."
206,ЗНЕВАЖАННІ,"Шахрай! 
Пра таго, хто хутка траціць грошы."
206,ЗНЕВАЖАННІ,"Шкарада! 
Так кажуць на непаслухмянага падлетка."
206,ЗНЕВАЖАННІ,"Шломба! 
Тое самае."
206,ЗНЕВАЖАННІ,"Шлёма! 
Пра чалавека, які ходзіць, цягаючы ногі."
206,ЗНЕВАЖАННІ,"Шыбельнік! 
Пра таго, па кім плача шыбеніца."
206,ЗНЕВАЖАННІ,Юда прадажны!
207,ДРАЖНІЛКІ-КЕПІКІ,"Ігнат не вінават, вінавата Агата, што лягла пад Ігната."
207,ДРАЖНІЛКІ-КЕПІКІ,Андрэй за усіх мудрэй.
207,ДРАЖНІЛКІ-КЕПІКІ,"Андрэй, не дурэй, не дзяры сарочкі, ты не праў, ты не ткаў - не твае і дочкі!"
207,ДРАЖНІЛКІ-КЕПІКІ,Гаварыў чорт: “Кузьму вазьму!”
207,ДРАЖНІЛКІ-КЕПІКІ,"Гаўрыла заліў рыла. 
Заліў рыла - напіўся."
207,ДРАЖНІЛКІ-КЕПІКІ,Даніла паехаў па мыла.
207,ДРАЖНІЛКІ-КЕПІКІ,Дзяніс палез на ніз.
